Annual Data:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quarterly Data:
"Book Value per Share","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-147.772","22.972","17.191","17.721","18.921","26.332","22.161","26.581","29.224","25.001","25.644","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-147.772","0.000","0.000","0.000","13.381","14.004","15.343","15.165","17.191","17.816","19.679","21.960","17.721","18.434","19.355","19.967","18.921","19.426","19.988","20.581","26.332","24.446","24.303","24.933","22.161","22.706","22.188","21.649","26.581","27.288","27.269","29.813","29.224","30.648","30.347","30.174","24.954","24.499","25.644"
"Tangible Book per Share","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-148.230","-25.914","-11.913","-7.224","12.494","21.513","18.154","22.616","25.125","20.823","21.590","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-148.230","0.000","0.000","0.000","-15.094","-13.815","-13.327","-13.509","-11.913","-8.776","-6.662","-3.853","-7.224","-5.911","-4.654","-3.860","12.494","13.022","13.851","14.641","21.513","20.068","20.058","20.781","18.154","18.770","18.286","17.847","22.616","23.361","23.248","25.577","25.125","26.519","26.355","25.992","20.784","20.363","21.590"
"Total Debt per Share","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","79.340","17.063","7.171","8.215","11.746","24.122","29.166","42.074","50.082","67.299","69.643","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","79.340","0.000","0.000","0.000","9.939","8.926","5.441","5.711","7.171","7.999","7.699","7.457","8.215","9.084","9.447","10.634","11.746","13.160","19.106","22.945","24.122","23.604","25.048","25.691","29.166","30.161","33.786","35.877","42.074","47.433","47.075","52.733","50.082","60.601","59.393","66.195","67.173","70.584","69.643"
"Month End Stock Price","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","36.860","20.270","28.830","40.870","34.910","34.010","34.840","40.990","36.590","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","36.860","31.030","30.360","20.180","20.270","25.650","19.720","22.750","28.830","27.820","33.310","35.970","40.870","34.420","36.300","31.940","34.910","37.500","33.330","30.020","34.010","31.430","28.300","31.770","34.840","35.360","34.930","40.380","40.990","36.340","39.400"
"ROE %","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","16.260","20.420","13.070","9.560","7.180","25.720","22.520","-9.840","-12.270","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","0.000","0.000","-132.520","15.910","23.580","34.250","6.920","33.890","25.460","16.080","4.560","10.380","14.880","14.340","9.160","9.370","12.640","7.430","9.200","1.180","1.800","13.030","11.270","10.530","12.500","15.580","67.280","19.340","27.110","25.110","16.580","23.230","14.510","-27.190","-53.490","11.910","26.960"
"ROE % Adjusted to Book Value","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","7.600","17.910","8.600","6.170","4.540","20.090","18.920","-6.000","-8.520","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","3.230","19.480","16.530","17.480","4.000","7.470","14.590","12.580","6.030","6.550","7.570","4.250","5.940","0.840","1.210","10.180","7.130","6.380","8.330","11.210","52.560","16.820","26.070","23.470","13.930","20.200","12.620","-20.290","-32.620","8.050","17.510"
"ROA %","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-33.990","92.220","4.490","6.480","4.210","3.390","2.300","5.210","4.530","-1.780","-2.100","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","-52.500","0.000","0.000","-20.190","3.140","4.590","6.430","4.070","9.460","8.080","5.640","1.980","3.570","4.890","4.770","3.130","3.100","3.570","4.140","2.480","0.500","0.630","3.310","4.490","2.120","2.440","2.900","13.080","3.930","5.540","5.180","3.340","4.610","2.820","-5.080","-9.320","1.940","4.370"
"ROC (Joel Greenblatt) %","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-67.930","372.280","36.050","45.170","-113.650","26.260","12.730","19.340","21.240","17.030","13.350","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","-97.440","0.000","0.000","-172.950","35.320","39.670","45.350","26.580","31.710","53.730","36.160","61.610","20.860","31.800","29.780","-508.780","25.540","30.970","34.550","16.220","1.870","1.490","20.870","24.600","15.040","16.460","13.570","30.180","19.280","25.280","23.380","14.080","20.470","16.690","13.680","16.080","8.640","14.960"
"ROIC %","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","24.900","34.330","3.040","10.670","2.980","9.430","8.800","0.280","-0.770","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","0.000","0.000","-168.900","20.260","81.900","0.000","13.020","22.420","46.390","29.190","25.960","24.960","28.050","22.260","8.450","10.330","13.160","15.370","5.020","-20.810","-31.110","6.890","9.000","3.300","5.460","5.320","22.410","7.150","9.620","9.630","6.200","7.650","6.750","0.320","-15.250","1.360","4.250"
"WACC %","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","0.000","0.000","10.000","10.060","6.270","6.680","5.980","5.190","4.860","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","10.000","9.370","9.880","9.660","10.060","9.700","9.890","8.940","6.270","5.980","6.840","5.700","6.680","6.330","5.340","5.400","5.980","5.690","5.400","5.390","5.190","4.570","4.860"
