Fiscal Period,Revenue per Share,EBITDA per Share,EBIT per Share,Earnings per Share (Diluted),EPS without NRI,Owner Earnings per Share (TTM),Free Cash Flow per Share,Operating Cash Flow per Share,Dividends per Share,Book Value per Share,Tangible Book per Share,Total Debt per Share,Month End Stock Price,ROE %,ROE % Adjusted to Book Value,ROA %,ROC (Joel Greenblatt) %,ROIC %,WACC %,Effective Interest Rate on Debt %,Gross Margin %,Operating Margin %,Net Margin %,FCF Margin %,Debt-to-Equity,Equity-to-Asset,Debt-to-Asset,Gross-Profit-to-Asset %,Asset Turnover,Dividend Payout Ratio,Days Sales Outstanding,Days Payable,Days Inventory,Cash Conversion Cycle,Inventory Turnover,COGS-to-Revenue,Inventory-to-Revenue,Revenue,Cost of Goods Sold,Gross Profit,"Selling, General, & Admin. Expense",Research & Development,Other Operating Expense,Operating Income,  Interest Income,  Interest Expense,Net Interest Income,Other Income (Expense),  Other Income (Minority Interest),Pre-Tax Income,Tax Provision,Tax Rate %,Net Income (Continuing Operations),Net Income (Discontinued Operations),Net Income,Preferred Dividends,EPS (Basic),EPS (Diluted),Shares Outstanding (Diluted Average),"Depreciation, Depletion and Amortization",EBITDA,  Cash And Cash Equivalents,  Marketable Securities,"Cash, Cash Equivalents, Marketable Securities",  Accounts Receivable,  Notes Receivable,  Other Current Receivables,Total Receivables,"  Inventories, Raw Materials & Components","  Inventories, Work In Process","  Inventories, Inventories Adjustments","  Inventories, Finished Goods","  Inventories, Other",Total Inventories,Other Current Assets,Total Current Assets,Investments And Advances,  Land And Improvements,  Buildings And Improvements,"  Machinery, Furniture, Equipment",  Construction In Progress,  Other Gross PPE,"Gross Property, Plant and Equipment",  Accumulated Depreciation,"Property, Plant and Equipment",Intangible Assets,  Goodwill,Other Long Term Assets,Total Assets,  Accounts Payable,  Total Tax Payable,  Other Current Payables,  Current Accrued Expense,Accounts Payable & Accrued Expense,Current Portion of Long-Term Debt,  Current Deferred Revenue,  Current Deferred Taxes Liabilities,DeferredTaxAndRevenue,Other Current Liabilities,Total Current Liabilities,  Long-Term Debt,  Capital Lease Obligation,Long-Term Debt & Capital Lease Obligation,PensionAndRetirementBenefit,NonCurrent Deferred Liabilities,Other Long-Term Liabilities,Total Liabilities,Common Stock,Preferred Stock,Retained Earnings,Accumulated other comprehensive income (loss),Additional Paid-In Capital,Treasury Stock,Other Stockholders Equity,Total Stockholders Equity,Minority Interest,Total Equity,  Net Income,  Net Foreign Currency Exchange Gain,Net Income From Continuing Operations,"Depreciation, Depletion and Amortization",  Change In Receivables,  Change In Inventory,  Change In Prepaid Assets,  Change In Payables And Accrued Expense,Change In Working Capital,Change In DeferredTax,Stock Based Compensation,Cash Flow from Discontinued Operations,Cash Flow from Others,Cash Flow from Operations,"Purchase Of Property, Plant, Equipment","Sale Of Property, Plant, Equipment",Purchase Of Business,Sale Of Business,Purchase Of Investment,Sale Of Investment,Net Intangibles Purchase And Sale,Cash From Discontinued Investing Activities,Cash From Other Investing Activities,Cash Flow from Investing,Issuance of Stock,Repurchase of Stock,Net Issuance of Preferred Stock,Net Issuance of Debt,Cash Flow for Dividends,Other Financing,Cash Flow from Financing,Net Change in Cash,Capital Expenditure,Free Cash Flow,PE Ratio,Price-to-Owner-Earnings,PB Ratio,Price-to-Tangible-Book,Price-to-Free-Cash-Flow,Price-to-Operating-Cash-Flow,PS Ratio,PEG Ratio,EV-to-Revenue,EV-to-EBITDA,EV-to-EBIT,Earnings Yield (Joel Greenblatt) %,Forward Rate of Return (Yacktman) %,Shiller PE Ratio,Dividend Yield %,Market Cap,Enterprise Value,Net Cash per Share,Net Current Asset Value,Net-Net Working Capital,Intrinsic Value: Projected FCF,Median PS Value,Peter Lynch Fair Value,Graham Number,Earnings Power Value (EPV),Altman Z-Score,Piotroski F-Score,Beneish M-Score,Scaled Net Operating Assets,Sloan Ratio %,Current Ratio,Quick Ratio,Interest Coverage,Highest Stock Price,Lowest Stock Price,Shares Buyback Ratio %,YoY Rev. per Sh. Growth,YoY EPS Growth,YoY EBITDA Growth,5-Year EBITDA Growth Rate,Shares Outstanding (Basic Average),Shares Outstanding (EOP),Beta,Filing Date,Restated Filing Date,Number of Shareholders,Number of Employees,Forex Rate (USD/JPY),Insider Shares Owned,Institution Shares Held,Insider Ownership %,Institutional Ownership %,Price-to-Net-Current-Asset-Value,Price-to-Net-Net-Working-Capital,Price-to-Graham-Number,Price-to-Intrinsic-Value-DCF (Earnings Based),Price-to-Intrinsic-Value-DCF (FCF Based),Price-to-Earnings-Power-Value,Price-to-Intrinsic-Value-Projected-FCF,Price-to-Peter-Lynch-Fair-Value,Price-to-Median-PB-Value,Price-to-Median-PS-Value,Price-to-Net-Cash
199603,15.129,-37.597,-37.597,0.796,0.796,0,0,0,0.192,27.033,27.033,16.614,44.5,10.73,6.5,5.03,"-1,527.28",-774.99,0,0,0,-248.5,2.4,0,0.615,0.469,0.288,209.89,0.525,0.241,0,0,0,0,0,0,0.088,"28,380.75",0,"28,380.75",0,0,"98,907.95","-70,527.20",0,0,0,"70,527.20",0,0,0,0,680.436,0,680.436,0,0.796,0.796,"1,875.87",0,"-70,527.20","9,755.27",0,"9,755.27",0,0,"11,837.32","11,837.32",0,0,0,0,"5,010.47","5,010.47","21,072.15","47,675.21",0,0,0,0,0,"74,861.69","74,861.69","-41,697.86","33,163.83",0,0,"27,336.91","108,175.94","7,891.38",0,0,0,"7,891.38","12,598.57",0,0,0,"14,412.31","34,902.26","18,566.51",0,"18,566.51",0,0,"3,313.79","56,782.56",0,0,"44,455.74",0,0,0,"6,253.94","50,709.68",683.706,"51,393.38",680.436,0,680.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65,1.65,0,0,0,0,0,0,0,0,0,0,1.07,"83,476.22","105,569.73",-25.43,-5.22,-24.1,0,24.36,0,27.85,0,1.61,0,0,0,2.31,1.37,1.22,N/A,44.63,41.25,-0.36,-8.36,196.72,-327.74,0,"1,875.87","1,875.87",-0.06,,,0,"146,855.00",105.94,0,0,0,0,0,0,1.6,0,0,0,0,0,0,1.83,0
199606,12.788,12.788,12.788,0.403,0.403,0,0,0,0,0,0,0,50.125,12.37,0,5.8,538.68,273.35,0,0,0,100,3.15,0,-,0,0,183.96,0.46,0,0,0,0,0,0,0,0.101,"24,875.53",0,"24,875.53",0,0,0,"24,875.53",0,0,0,"-24,875.53",0,0,0,0,784.099,0,784.099,0,0.403,0.403,"1,945.25",0,"24,875.53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784.099,0,784.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,"94,027.98","94,027.98",0,0,0,0,28.84,0,0,0,0,0,0,0,0,0,0,No Debt,51.13,43.5,0,-5.75,151.14,-5.75,0,"1,945.25","1,875.87",0.23,,,0,0,108.96,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74,0
199609,12.86,12.86,12.86,0.405,0.405,0,0,0,0.182,0,0,0,51.25,0,0,0,0,0,0,0,0,100,3.15,0,-,0,0,0,0,0.45,0,0,0,0,0,0,0,"25,015.07",0,"25,015.07",0,0,0,"25,015.07",0,0,0,"-25,015.07",0,0,0,0,788.498,0,788.498,0,0.405,0.405,"1,945.25",0,"25,015.07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788.498,0,788.498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,"96,138.34","96,138.34",0,0,0,0,33.14,0,0,0,0,0,0,0,0,0,0,No Debt,51.5,45.13,0,-3.1,158.21,-3.1,0,"1,945.25","1,875.87",0.44,,,0,0,109.931,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0
199612,12.919,12.919,12.919,0.407,0.407,0,0,0,0,0,0,0,57.5,0,0,0,0,0,0,0,0,100,3.15,0,-,0,0,0,0,0,0,0,0,0,0,0,0,"25,131.15",0,"25,131.15",0,0,0,"25,131.15",0,0,0,"-25,131.15",0,0,0,0,792.157,0,792.157,0,0.407,0.407,"1,945.25",0,"25,131.15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792.157,0,792.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,"107,862.53","107,862.53",0,0,0,0,37.69,0,0,0,0,0,0,0,0,0,0,No Debt,57.63,47.38,0,-5.69,151.29,-5.69,0,"1,945.25","1,875.87",0.43,,,0,0,113.981,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,0
199703,15.579,-34.044,-34.044,0.49,0.49,0,0,0,0.165,24.349,24.349,15.367,50.5,16.15,7.8,7.21,"-1,552.26",-836.83,0,0,0,-218.52,3.15,0,0.631,0.447,0.282,228.9,0.572,0.338,0,0,0,0,0,0,0.077,"29,556.62",0,"29,556.62",0,0,"94,144.47","-64,587.85",0,0,0,"64,587.85",0,0,0,0,931.548,0,931.548,0,0.49,0.49,"1,897.17",0,"-64,587.85","14,145.98",0,"14,145.98",0,0,"11,446.22","11,446.22",0,0,0,0,"4,566.35","4,566.35","17,323.83","47,482.37",0,0,0,0,0,"72,072.31","72,072.31","-38,785.22","33,287.09",0,0,"22,529.18","103,298.64","8,472.93",0,0,0,"8,472.93","13,859.04",0,0,0,"15,718.97","38,050.95","15,271.94",0,"15,271.94",0,0,"3,215.26","56,538.14",0,0,"39,649.95",0,0,0,"6,506.33","46,156.28",604.215,"46,760.50",931.548,0,931.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07,2.07,0,0,0,0,0,0,0,0,0,0,0.69,"95,729.32","111,318.53",-22.68,-5.1,-21.48,0,38.45,0,30.57,0,1.59,4,0,0,3.19,1.25,1.13,N/A,57.5,49.88,-1.05,2.97,-38.48,9.45,0,"1,897.17","1,895.63",0.25,,,0,"150,736.00",122.774,0,0,0,0,0,0,1.65,0,0,0,0,0,0,1.31,0
199706,13.408,13.408,13.408,0.522,0.522,0,0,0,0,0,0,0,59.25,17.23,0,7.7,614.25,331.14,0,0,0,100,3.89,0,-,0,0,197.94,0.495,0,0,0,0,0,0,0,0.089,"25,558.12",0,"25,558.12",0,0,0,"25,558.12",0,0,0,"-25,558.12",0,0,0,0,994.274,0,994.274,0,0.522,0.522,"1,906.15",0,"25,558.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,994.274,0,994.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,"112,316.08","112,316.08",0,0,0,0,38.55,0,0,0,0,0,0,0,0,0,0,No Debt,63.88,51.13,0,4.85,29.41,4.85,0,"1,906.15","1,895.63",0.56,,,0,0,114.286,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0
199709,12.811,12.811,12.811,0.498,0.498,0,0,0,0.147,0,0,0,61,0,0,0,0,0,0,0,0,100,3.89,0,-,0,0,0,0,0.294,0,0,0,0,0,0,0,"24,151.45",0,"24,151.45",0,0,0,"24,151.45",0,0,0,"-24,151.45",0,0,0,0,939.56,0,939.56,0,0.498,0.498,"1,885.20",0,"24,151.45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939.56,0,939.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,"115,633.43","115,633.43",0,0,0,0,38.71,0,0,0,0,0,0,0,0,0,0,No Debt,62.56,52.63,0,-0.38,22.95,-0.38,0,"1,885.20","1,895.63",0.87,,,0,0,120.89,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0
199712,11.921,11.921,11.921,0.464,0.464,0,0,0,0,0,0,0,57.38,0,0,0,0,0,0,0,0,100,3.89,0,-,0,0,0,0,0,0,0,0,0,0,0,0,"22,569.02",0,"22,569.02",0,0,0,"22,569.02",0,0,0,"-22,569.02",0,0,0,0,877.969,0,877.969,0,0.464,0.464,"1,893.26",0,"22,569.02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877.969,0,877.969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,"108,771.25","108,771.25",0,0,0,0,37.75,0,0,0,0,0,0,0,0,0,0,No Debt,64.5,51.88,0,-7.73,13.88,-7.73,0,"1,893.26","1,895.63",0.95,,,0,0,129.734,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,0
199803,14.285,-39.236,-39.236,0.468,0.468,0,0,0,0.211,26.65,26.65,17.95,52.75,11.62,5.87,5.13,"-1,359.90",-648.35,11.03,0,0,-274.66,3.28,0,0.674,0.442,0.297,156.41,0.391,0.452,0,0,0,0,0,0,0.126,"22,438.82",0,"22,438.82",0,0,"84,068.56","-61,629.75",0,0,0,"61,629.75",0,0,0,0,736.073,0,736.073,0,0.468,0.468,"1,570.76",0,"-61,629.75","9,497.09",0,"9,497.09",0,0,"20,106.36","20,106.36",0,0,0,0,"5,633.13","5,633.13","6,801.62","42,038.20",0,0,0,0,0,"78,582.87","78,582.87","-42,327.41","36,255.46",0,0,"36,476.73","114,770.39","8,140.12",0,0,0,"8,140.12","12,443.93",0,0,0,"14,805.64","35,389.69","21,698.10",0,"21,698.10",0,"1,996.01","4,286.69","63,370.48",0,0,"43,038.93",0,0,0,"7,652.03","50,690.96",708.949,"51,399.91",736.073,0,736.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,1.98,0,0,0,0,0,0,0,0,0,0,0.68,"100,335.25","125,689.13",-28.7,-11.59,-27.22,0,35.82,0,34.21,0,1.38,3,-1.62,0,3.09,1.19,1.03,N/A,58.75,51.25,-0.34,-8.31,-4.46,-15.25,0,"1,570.76","1,902.09",0.83,,,0,"159,035.00",129.082,0,0,0,0,0,0,1.54,0,0,0,0,0,0,1.47,0
199806,11.769,11.769,11.769,0.366,0.366,0,0,0,0,0,0,0,51.88,11.01,0,4.86,494.41,235.72,0,0,0,100,3.11,0,-,0,0,156.18,0.39,0,0,0,0,0,0,0,0.126,"22,406.26",0,"22,406.26",0,0,0,"22,406.26",0,0,0,"-22,406.26",0,0,0,0,697.371,0,697.371,0,0.366,0.366,"1,903.78",0,"22,406.26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697.371,0,697.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,"98,680.43","98,680.43",0,0,0,0,34.66,0,0,0,0,0,0,0,0,0,0,No Debt,53.88,47.88,0,-12.22,-29.77,-12.22,0,"1,903.78","1,902.09",0.88,,,0,0,140.331,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0
199809,12.095,12.095,12.095,0.376,0.376,0,0,0,0.13,0,0,0,44.88,0,0,0,0,0,0,0,0,100,3.11,0,-,0,0,0,0,0.346,0,0,0,0,0,0,0,"23,025.83",0,"23,025.83",0,0,0,"23,025.83",0,0,0,"-23,025.83",0,0,0,0,716.654,0,716.654,0,0.376,0.376,"1,903.78",0,"23,025.83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716.654,0,716.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,"85,365.80","85,365.80",0,0,0,0,34.15,0,0,0,0,0,0,0,0,0,0,No Debt,52.44,40.94,0,-5.59,-24.47,-5.59,0,"1,903.78","1,902.09",0.93,,,0,0,134.481,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,0
199812,14.442,14.442,14.442,0.36,0.36,0,0,0,0,0,0,0,53.19,0,0,0,0,0,0,0,0,100,2.49,0,-,0,0,0,0,0,0,0,0,0,0,0,0,"26,826.56",0,"26,826.56",0,0,0,"26,826.56",0,0,0,"-26,826.56",0,0,0,0,668.861,0,668.861,0,0.36,0.36,"1,857.57",0,"26,826.56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668.861,0,668.861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,"101,172.17","101,172.17",0,0,0,0,35.94,0,0,0,0,0,0,0,0,0,0,No Debt,54,42.75,0,21.15,-22.35,21.15,0,"1,857.57","1,902.09",0.93,,,0,0,117.071,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0
199903,15.666,-36.889,-36.889,0.81,0.81,0,0,0,0.17,29.279,29.279,21.028,57.25,22.31,11.38,9.37,"-1,358.81",-670.36,8,0,0,-235.48,5.19,0,0.718,0.42,0.302,180.69,0.452,0.21,0,0,0,0,0,0,0.107,"29,596.06",0,"29,596.06",0,0,"99,287.81","-69,691.75",0,0,0,"69,691.75",0,0,0,0,"1,535.60",0,"1,535.60",0,0.81,0.81,"1,889.24",0,"-69,691.75","11,030.54","1,895.91","12,926.44",0,0,"21,772.01","21,772.01",0,0,0,0,"6,327.66","6,327.66","6,099.39","47,125.50",0,0,0,0,0,"90,072.44","90,072.44","-49,041.34","41,031.09",0,0,"42,881.15","131,037.74","10,237.09",0,0,0,"10,237.09","14,751.58",0,0,0,"17,369.16","42,357.83","24,787.31",0,"24,787.31",0,"1,812.17","5,523.24","74,480.56","3,282.45",0,"48,023.61",-282.093,"4,031.04",0,0,"55,055.01","1,502.17","56,557.18","1,535.60",0,"1,535.60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,1.96,0,0,0,0,0,0,0,0,0,0,0.53,"107,648.89","135,763.51",-33.53,-15.35,-31.85,0,38.31,0,35.5,0,1.38,2,-2.39,0,2.76,1.11,0.96,N/A,58.75,47.25,1.14,9.67,73.21,5.98,0,"1,889.24","1,880.33",0.92,,,0,"183,879.00",119.473,0,0,0,0,0,0,1.61,0,0,0,0,0,0,1.49,0
199906,13.636,13.636,13.636,0.442,0.442,0,0,0,0,0,0,0,64,12.16,0,5.11,503.8,248.55,0,0,0,100,3.24,0,-,0,0,157.75,0.394,0,0,0,0,0,0,0,0.122,"25,839.43",0,"25,839.43",0,0,0,"25,839.43",0,0,0,"-25,839.43",0,0,0,0,837.066,0,837.066,0,0.442,0.442,"1,895.00",0,"25,839.43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837.066,0,837.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.53,0,0,0,0,0,1.12,0,1.12,13.98,13.98,7.15,0,39.35,0.47,"120,341.12","120,341.12",0,0,0,0,39.64,0,0,0,0,0,0,0,0,0,0,No Debt,64,0,0,15.86,20.59,15.86,0,"1,895.00","1,880.33",1.01,,,0,0,120.725,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61,0
199909,15.35,0.894,0.894,0.497,0.497,0,0,0,0.179,33.268,33.111,22.877,62.38,12.07,6.42,5.02,26.87,9.1,7.9,0,23.21,5.82,3.24,0,0.688,0.416,0.286,35.94,0.387,0.36,0,44.04,15.53,-28.51,5.88,0.77,0.131,"29,128.86","22,368.98","6,759.88","5,063.47",0,0,"1,696.41",0,0,0,-87.317,-65.935,"1,609.09",-665.516,41.36,943.577,0,943.577,0,0.497,0.497,"1,897.60",0,"1,696.41","8,806.75","12,354.51","21,161.27",0,0,"9,698.81","9,698.81",0,0,0,0,"7,614.15","7,614.15","29,925.06","68,399.29",0,0,0,0,0,"94,715.22","94,715.22","-48,928.17","45,787.06",296.26,0,"35,979.64","150,462.25","10,795.05",0,0,0,"10,795.05","15,963.44",0,0,0,"22,026.18","48,784.66","27,053.75",0,"27,053.75",0,"3,571.03","5,441.28","84,850.73","3,715.43",0,"55,251.86",-261.154,"3,874.55",-25.36,-0.099,"62,555.24","3,056.28","65,611.52",943.577,0,943.577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.63,0,1.88,1.88,0,0,0.99,0,1.19,-8.18,-8.18,-12.22,0,34.92,0.56,"117,294.99","142,207.19",-35.5,-10.37,-33.47,25.93,41.95,0,39.64,-39.47,2.35,6,0,0,2.65,1.4,1.25,N/A,74.34,59.44,0,26.91,32.09,-92.61,0,"1,897.60","1,880.33",0.94,,,0,0,106.875,0,0,0,0,0,0,1.57,0,0,0,2.41,0,0,1.49,0
199912,16.633,16.633,16.633,0.708,0.708,0,0,0,0,0,0,0,97.38,23.84,0,9.91,499.94,288.67,0,0,0,100,5.91,0,-,0,0,167.81,0.42,0,0,0,0,0,0,0,0.121,"31,561.99",0,"31,561.99",0,0,0,"31,561.99",0,0,0,"-31,561.99",0,0,0,0,"1,864.39",0,"1,864.39",0,0.708,0.708,"1,897.60",0,"31,561.99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,864.39",0,"1,864.39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.89,0,0,0,0,0,1.44,0,1.43,-10.41,-10.41,-9.61,0,51.11,0.36,"183,106.54","183,106.54",0,0,0,0,43.51,0,0,-27.21,0,0,0,0,0,0,0,No Debt,97.58,67.08,0,15.17,96.56,15.17,0,"1,897.60","1,880.33",1.13,,,0,0,102.584,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24,0
200003,15.389,-42.911,-42.911,0.694,0.694,0,0,0,0.201,33.573,33.573,24.7,104,9.71,3.13,4.08,"-1,516.40",-708.57,11.7,0,0,-278.84,2.65,0,0.736,0.42,0.309,154.17,0.385,0.289,0,0,0,0,0,0,0.125,"28,849.59",0,"28,849.59",0,0,"109,295.18","-80,445.58",0,0,0,"80,445.58",0,0,0,0,763.794,0,763.794,0,0.694,0.694,"1,874.70",0,"-80,445.58","13,925.41","6,225.69","20,151.10",0,0,"25,339.66","25,339.66",0,0,0,0,"7,197.10","7,197.10","4,562.22","57,250.08",0,0,0,0,0,"97,526.19","97,526.19","-55,085.93","42,440.26",0,0,"50,016.26","149,706.60","11,815.38",0,0,0,"11,815.38","19,773.17",0,0,0,"15,407.16","46,995.72","26,532.41",0,"26,532.41",0,"5,487.23","6,019.81","85,035.17","3,614.98",0,"56,058.30","-1,141.52","4,439.47",-31.897,0,"62,939.33","1,732.10","64,671.43",763.794,0,763.794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.47,0,3.1,3.1,0,0,1.62,0,1.84,-11.47,-11.47,-8.72,0.51,54.51,0.37,"194,968.80","222,855.38",-35.53,-15.75,-33.61,27.65,43.32,0,42.05,-22.99,2.77,4,-2.48,0,2.94,1.22,1.07,N/A,104,80.76,0.3,-1.77,-14.32,-16.32,0,"1,874.70","1,874.70",1.44,,,0,"214,631.00",106.307,0,0,0,0,0,0,2.47,0,0,0,3.76,0,0,2.4,0
200006,15.579,15.579,15.579,0.73,0.73,0,0,0,0,0,0,0,93.19,17.43,0,7.33,551.51,257.7,0,0,0,100,4.69,0,-,0,0,156.35,0.391,0,0,0,0,0,0,0,0.123,"29,257.85",0,"29,257.85",0,0,0,"29,257.85",0,0,0,"-29,257.85",0,0,0,0,"1,370.90",0,"1,370.90",0,0.73,0.73,"1,878.08",0,"29,257.85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,370.90",0,"1,370.90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.87,0,0,0,0,0,1.46,0,1.45,-8.93,-8.93,-11.2,0.24,48.92,0.41,"174,703.29","174,703.29",0,0,0,0,44.7,0,0,1.82,0,0,0,0,0,0,0,No Debt,109.59,85.47,0,14.25,65.25,14.25,0,"1,878.08","1,874.70",1.48,,,0,0,106.126,0,0,0,0,0,0,0,0,0,51.2,0,0,0,2.08,0
