Fiscal Period,Revenue per Share,EBITDA per Share,EBIT per Share,Earnings per Share (Diluted),EPS without NRI,Owner Earnings per Share (TTM),Free Cash Flow per Share,Operating Cash Flow per Share,Dividends per Share,Book Value per Share,Tangible Book per Share,Total Debt per Share,Month End Stock Price,ROE %,ROE % Adjusted to Book Value,ROA %,ROC (Joel Greenblatt) %,ROIC %,WACC %,Effective Interest Rate on Debt %,Gross Margin %,Operating Margin %,Net Margin %,FCF Margin %,Debt-to-Equity,Equity-to-Asset,Debt-to-Asset,Gross-Profit-to-Asset %,Asset Turnover,Dividend Payout Ratio,Days Sales Outstanding,Days Payable,Days Inventory,Cash Conversion Cycle,Inventory Turnover,COGS-to-Revenue,Inventory-to-Revenue,Revenue,Cost of Goods Sold,Gross Profit,"Selling, General, & Admin. Expense",Research & Development,Other Operating Expense,Operating Income,  Interest Income,  Interest Expense,Net Interest Income,Other Income (Expense),  Other Income (Minority Interest),Pre-Tax Income,Tax Provision,Tax Rate %,Net Income (Continuing Operations),Net Income (Discontinued Operations),Net Income,Preferred Dividends,EPS (Basic),EPS (Diluted),Shares Outstanding (Diluted Average),"Depreciation, Depletion and Amortization",EBITDA,  Cash And Cash Equivalents,  Marketable Securities,"Cash, Cash Equivalents, Marketable Securities",  Accounts Receivable,  Notes Receivable,  Other Current Receivables,Total Receivables,"  Inventories, Raw Materials & Components","  Inventories, Work In Process","  Inventories, Inventories Adjustments","  Inventories, Finished Goods","  Inventories, Other",Total Inventories,Other Current Assets,Total Current Assets,Investments And Advances,  Land And Improvements,  Buildings And Improvements,"  Machinery, Furniture, Equipment",  Construction In Progress,  Other Gross PPE,"Gross Property, Plant and Equipment",  Accumulated Depreciation,"Property, Plant and Equipment",Intangible Assets,  Goodwill,Other Long Term Assets,Total Assets,  Accounts Payable,  Total Tax Payable,  Other Current Payables,  Current Accrued Expense,Accounts Payable & Accrued Expense,Current Portion of Long-Term Debt,  Current Deferred Revenue,  Current Deferred Taxes Liabilities,DeferredTaxAndRevenue,Other Current Liabilities,Total Current Liabilities,  Long-Term Debt,  Capital Lease Obligation,Long-Term Debt & Capital Lease Obligation,PensionAndRetirementBenefit,NonCurrent Deferred Liabilities,Other Long-Term Liabilities,Total Liabilities,Common Stock,Preferred Stock,Retained Earnings,Accumulated other comprehensive income (loss),Additional Paid-In Capital,Treasury Stock,Other Stockholders Equity,Total Stockholders Equity,Minority Interest,Total Equity,  Net Income,  Net Foreign Currency Exchange Gain,Net Income From Continuing Operations,"Depreciation, Depletion and Amortization",  Change In Receivables,  Change In Inventory,  Change In Prepaid Assets,  Change In Payables And Accrued Expense,Change In Working Capital,Change In DeferredTax,Stock Based Compensation,Cash Flow from Discontinued Operations,Cash Flow from Others,Cash Flow from Operations,"Purchase Of Property, Plant, Equipment","Sale Of Property, Plant, Equipment",Purchase Of Business,Sale Of Business,Purchase Of Investment,Sale Of Investment,Net Intangibles Purchase And Sale,Cash From Discontinued Investing Activities,Cash From Other Investing Activities,Cash Flow from Investing,Issuance of Stock,Repurchase of Stock,Net Issuance of Preferred Stock,Net Issuance of Debt,Cash Flow for Dividends,Other Financing,Cash Flow from Financing,Net Change in Cash,Capital Expenditure,Free Cash Flow,PE Ratio,Price-to-Owner-Earnings,PB Ratio,Price-to-Tangible-Book,Price-to-Free-Cash-Flow,Price-to-Operating-Cash-Flow,PS Ratio,PEG Ratio,EV-to-Revenue,EV-to-EBITDA,EV-to-EBIT,Earnings Yield (Joel Greenblatt) %,Forward Rate of Return (Yacktman) %,Shiller PE Ratio,Dividend Yield %,Market Cap,Enterprise Value,Net Cash per Share,Net Current Asset Value,Net-Net Working Capital,Intrinsic Value: Projected FCF,Median PS Value,Peter Lynch Fair Value,Graham Number,Earnings Power Value (EPV),Altman Z-Score,Piotroski F-Score,Beneish M-Score,Scaled Net Operating Assets,Sloan Ratio %,Current Ratio,Quick Ratio,Interest Coverage,Highest Stock Price,Lowest Stock Price,Shares Buyback Ratio %,YoY Rev. per Sh. Growth,YoY EPS Growth,YoY EBITDA Growth,5-Year EBITDA Growth Rate,Shares Outstanding (Basic Average),Shares Outstanding (EOP),Beta,Filing Date,Restated Filing Date,Number of Shareholders,Number of Employees,Forex Rate (USD/JPY),Insider Shares Owned,Institution Shares Held,Insider Ownership %,Institutional Ownership %,Price-to-Net-Current-Asset-Value,Price-to-Net-Net-Working-Capital,Price-to-Graham-Number,Price-to-Intrinsic-Value-DCF (Earnings Based),Price-to-Intrinsic-Value-DCF (FCF Based),Price-to-Earnings-Power-Value,Price-to-Intrinsic-Value-Projected-FCF,Price-to-Peter-Lynch-Fair-Value,Price-to-Median-PB-Value,Price-to-Median-PS-Value,Price-to-Net-Cash
199012,9.675,9.675,9.675,0.314,0.314,0,0,0,0.087,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,-,0,0,0,0,0.277,0,0,0,0,0,0,0,"16,290.79",0,"16,290.79",0,0,0,"16,290.79",0,0,0,"-16,290.79",0,0,0,0,583.073,0,0,0,0.314,0.314,"1,683.88",0,"16,290.79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Debt,0,0,0,10.63,-23.39,10.63,0,"1,683.88","1,683.88",0.42,,,0,0,133.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199103,10.211,10.211,10.211,0.514,0.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5.03,0,-,0,0,0,0,0,0,0,0,0,0,0,0,"20,258.26",0,"20,258.26",0,0,0,"20,258.26",0,0,0,"-20,258.26",0,0,0,0,"1,018.81",0,"1,018.81",0,0.514,0.514,"1,984.00",0,"20,258.26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,018.81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Debt,0,0,0,13.87,22.11,13.87,0,"1,984.00","1,683.88",0.44,,,0,0,137.387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199106,9.124,-24.391,-24.391,0.467,0.467,0,0,0,0.095,19.424,19.424,9.058,0,22.64,0,11.53,"-2,089.01",-989.77,0,0,0,-267.34,5.09,0,0.466,0.509,0.238,226.68,0.567,0.204,0,0,0,0,0,0,0.079,"18,250.85",0,"18,250.85",0,0,"67,042.90","-48,792.05",0,0,0,"48,792.05",0,0,0,0,928.595,0,928.595,0,0.467,0.467,"2,000.40",0,"-48,792.05","8,808.60",0,"8,808.60",0,0,"7,348.81","7,348.81",0,0,0,0,"2,899.97","2,899.97","15,694.88","34,752.25",0,0,0,0,0,"32,508.25","32,508.25","-18,280.57","14,227.68",0,0,"15,432.00","64,411.93","4,928.34",0,0,0,"4,928.34","4,680.55",0,0,0,"9,208.99","18,817.87","10,617.49",0,"10,617.49",0,0,"2,028.76","31,464.13",0,0,"28,565.05",0,0,0,"4,241.99","32,807.04",140.762,"32,947.80",928.595,0,928.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.5,1.86,-12.64,0,0,0,26.48,0,2,2,0,0,3.02,1.85,1.69,N/A,0,0,-0.3,13.99,24.41,2.69,0,"2,000.40","1,688.97",0.4,,,0,"102,423.00",139.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199109,10.559,10.559,10.559,0.247,0.247,0,0,0,0,0,0,0,0,11.4,0,5.8,854.97,405.08,0,0,0,100,2.34,0,-,0,0,248.02,0.62,0,0,0,0,0,0,0,0.073,"19,969.10",0,"19,969.10",0,0,0,"19,969.10",0,0,0,"-19,969.10",0,0,0,0,467.342,0,467.342,0,0.247,0.247,"1,891.20",0,"19,969.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467.342,0,467.342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Debt,0,0,0,10.81,-20.15,10.81,0,"1,891.20","1,688.97",0.31,,,0,0,134.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199112,10.423,10.423,10.423,0.244,0.244,0,0,0,0.105,0,0,0,0,0,0,0,0,0,0,0,0,100,2.34,0,-,0,0,0,0,0.432,0,0,0,0,0,0,0,"19,711.39",0,"19,711.39",0,0,0,"19,711.39",0,0,0,"-19,711.39",0,0,0,0,461.311,0,461.311,0,0.244,0.244,"1,891.20",0,"19,711.39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.311,0,461.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Debt,0,0,0,7.73,-22.36,7.73,0,"1,891.20","1,688.97",0.44,,,0,0,128.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199203,10.683,10.683,10.683,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2.34,0,-,0,0,0,0,0,0,0,0,0,0,0,0,"20,203.55",0,"20,203.55",0,0,0,"20,203.55",0,0,0,"-20,203.55",0,0,0,0,472.829,0,472.829,0,0.25,0.25,"1,891.20",0,"20,203.55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472.829,0,472.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Debt,0,0,0,4.62,-51.31,4.62,0,"1,891.20","1,688.97",0.51,,,0,0,132.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199206,8.463,-31.378,-31.378,0.197,0.197,0,0,0,0.13,20.001,20.001,11.069,0,8.38,0,4.13,"-2,007.19","-1,068.98",0,0,0,-370.78,2.34,0,0.553,0.492,0.273,176.35,0.441,0.66,0,0,0,0,0,0,0.1,"16,658.66",0,"16,658.66",0,0,"78,426.41","-61,767.74",0,0,0,"61,767.74",0,0,0,0,389.773,0,389.773,0,0.197,0.197,"1,968.51",0,"-61,767.74","11,771.25",0,"11,771.25",0,0,"8,654.99","8,654.99",0,0,0,0,"3,326.93","3,326.93","17,100.00","40,853.16",0,0,0,0,0,"42,200.37","42,200.37","-22,673.54","19,526.83",0,0,"15,190.31","75,570.31","6,448.34",0,0,0,"6,448.34","8,172.16",0,0,0,"8,886.88","23,507.38","12,423.48",0,"12,423.48",0,0,"2,238.38","38,169.24",0,0,"32,468.25",0,0,0,"4,745.45","37,213.70",187.358,"37,401.06",389.773,0,389.773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.29,1.34,-13.39,0,0,0,20.54,0,1.92,3,0,0,2.37,1.74,1.6,N/A,0,0,-10.16,-7.24,-57.87,-28.65,0,"1,968.51","1,860.58",0.53,,,0,"108,167.00",126.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199209,12.54,12.54,12.54,0.108,0.108,0,0,0,0,0,0,0,0,8.67,0,4.27,758.2,403.8,0,0,0,100,1.73,0,-,0,0,247,0.617,0,0,0,0,0,0,0,0.071,"23,332.09",0,"23,332.09",0,0,0,"23,332.09",0,0,0,"-23,332.09",0,0,0,0,403.23,0,403.23,0,0.108,0.108,"1,860.58",0,"23,332.09",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403.23,0,403.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Debt,0,0,0,18.76,-56.46,18.76,0,"1,860.58","1,860.58",0.46,,,0,0,122.597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199212,12.901,12.901,12.901,0.111,0.111,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,100,1.73,0,-,0,0,0,0,1.082,0,0,0,0,0,0,0,"24,002.96",0,"24,002.96",0,0,0,"24,002.96",0,0,0,"-24,002.96",0,0,0,0,414.824,0,414.824,0,0.111,0.111,"1,860.58",0,"24,002.96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414.824,0,414.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Debt,0,0,0,23.77,-54.63,23.77,0,"1,860.58","1,860.58",0.51,,,0,0,124.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199303,12.585,12.585,12.585,0.108,0.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.73,0,-,0,0,0,0,0,0,0,0,0,0,0,0,"23,415.05",0,"23,415.05",0,0,0,"23,415.05",0,0,0,"-23,415.05",0,0,0,0,404.664,0,404.664,0,0.108,0.108,"1,860.58",0,"23,415.05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404.664,0,404.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Debt,0,0,0,17.8,-56.82,17.8,0,"1,860.58","1,860.58",0.6,,,0,0,117.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199306,9.769,-40.219,-40.219,0.501,0.501,0,0,0,0.148,23.739,23.739,12.805,0,5.69,0,2.88,"-2,000.35","-1,024.00",0,0,0,-411.69,1.73,0,0.539,0.506,0.273,166.55,0.416,0.295,0,0,0,0,0,0,0.1,"18,178.71",0,"18,178.71",0,0,"93,018.58","-74,839.87",0,0,0,"74,839.87",0,0,0,0,314.22,0,314.22,0,0.501,0.501,"1,860.82",0,"-74,839.87","9,778.24",0,"9,778.24",0,0,"9,740.49","9,740.49",0,0,0,0,"3,628.28","3,628.28","18,866.88","42,013.89",0,0,0,0,0,"53,286.26","53,286.26","-29,507.26","23,779.00",0,0,"21,526.73","87,319.62","6,943.96",0,0,0,"6,943.96","7,703.19",0,0,0,"9,399.47","24,046.61","16,124.88",0,"16,124.88",0,0,"2,729.28","42,900.77",0,0,"38,584.48",0,0,0,"5,588.60","44,173.08",245.76,"44,418.84",314.22,0,314.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.93,-0.61,-16.96,0,0,0,21.03,0,1.99,3,0,0,1.76,1.75,1.6,N/A,0,0,-0.01,15.43,154.81,-28.18,0,"1,860.82","1,860.82",0.33,,,0,"109,279.00",107.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199309,12.71,12.71,12.71,0.171,0.171,0,0,0,0,0,0,0,0,5.81,0,2.94,637.87,326.53,0,0,0,100,1.34,0,-,0,0,218.64,0.547,0,0,0,0,0,0,0,0.076,"23,864.87",0,"23,864.87",0,0,0,"23,864.87",0,0,0,"-23,864.87",0,0,0,0,320.637,0,320.637,0,0.171,0.171,"1,877.65",0,"23,864.87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320.637,0,320.637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Debt,0,0,0,1.36,58.74,1.36,0,"1,877.65","1,860.82",0.05,,,0,0,105.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199312,12.848,12.848,12.848,0.173,0.173,0,0,0,0.138,0,0,0,0,0,0,0,0,0,0,0,0,100,1.34,0,-,0,0,0,0,0.8,0,0,0,0,0,0,0,"24,123.55",0,"24,123.55",0,0,0,"24,123.55",0,0,0,"-24,123.55",0,0,0,0,324.113,0,324.113,0,0.173,0.173,"1,877.65",0,"24,123.55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324.113,0,324.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Debt,0,0,0,-0.41,55.97,-0.41,0,"1,877.65","1,860.82",0.32,,,0,0,109.913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199403,12.352,12.352,12.352,0.166,0.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.34,0,-,0,0,0,0,0,0,0,0,0,0,0,0,"23,193.32",0,"23,193.32",0,0,0,"23,193.32",0,0,0,"-23,193.32",0,0,0,0,311.615,0,311.615,0,0.166,0.166,"1,877.65",0,"23,193.32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311.615,0,311.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Debt,0,0,0,-1.85,53.71,-1.85,0,"1,877.65","1,860.82",0.34,,,0,0,105.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199406,10.605,-37.268,-37.268,0.143,0.143,0,0,0,0.132,25.282,25.282,14.408,0,4.55,0,2.28,"-1,577.93",-862.09,0,0,0,-351.41,1.34,0,0.57,0.5,0.285,169.31,0.423,0.923,0,0,0,0,0,0,0.098,"19,918.89",0,"19,918.89",0,0,"89,916.18","-69,997.30",0,0,0,"69,997.30",0,0,0,0,267.713,0,267.713,0,0.143,0.143,"1,878.24",0,"-69,997.30","9,208.23",0,"9,208.23",0,0,"9,731.60","9,731.60",0,0,0,0,"3,890.78","3,890.78","22,952.25","45,782.85",0,0,0,0,0,"59,547.81","59,547.81","-33,888.25","25,659.56",0,0,"22,675.35","94,117.75","7,435.62",0,0,0,"7,435.62","10,492.32",0,0,0,"9,578.74","27,506.68","16,330.45",0,"16,330.45",0,0,"2,939.47","46,776.60",0,0,"41,170.34",0,0,0,"5,897.66","47,068.00",273.16,"47,341.16",267.713,0,267.713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.33,-0.68,-19.28,0,0,0,19.26,0,1.85,2,0,0,1.3,1.66,1.52,N/A,0,0,-0.05,8.56,-71.58,7.34,0,"1,878.24","1,861.70",0.33,,,0,"110,534.00",102.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199409,16.635,16.635,16.635,0.27,0.27,0,0,0,0,0,0,0,0,8.83,0,4.42,720.84,393.83,0,0,0,100,1.62,0,-,0,0,271.8,0.68,0,0,0,0,0,0,0,0.061,"31,976.58",0,"31,976.58",0,0,0,"31,976.58",0,0,0,"-31,976.58",0,0,0,0,519.554,0,519.554,0,0.27,0.27,"1,922.22",0,"31,976.58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519.554,0,519.554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Debt,0,0,0,30.88,58.28,30.88,0,"1,922.22","1,861.70",0.42,,,0,0,98.774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199412,16.509,16.509,16.509,0.268,0.268,0,0,0,0.179,0,0,0,0,0,0,0,0,0,0,0,0,100,1.62,0,-,0,0,0,0,0.667,0,0,0,0,0,0,0,"31,734.56",0,"31,734.56",0,0,0,"31,734.56",0,0,0,"-31,734.56",0,0,0,0,515.621,0,515.621,0,0.268,0.268,"1,922.22",0,"31,734.56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515.621,0,515.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Debt,0,0,0,28.49,55.4,28.49,0,"1,922.22","1,861.70",0.25,,,0,0,100.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199506,13.568,13.568,13.568,0.161,0.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2.4,0,-,0,0,0,0,0,0,0,0,0,0,0,0,"25,358.92",0,"25,358.92",0,0,0,"25,358.92",0,0,0,"-25,358.92",0,0,0,0,607.992,0,607.992,0,0.161,0.161,"1,869.07",0,"25,358.92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607.992,0,607.992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Debt,0,0,-0.4,9.84,-3.29,9.84,0,"1,869.07","1,869.07",-0.26,,,0,0,84.636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199509,13.271,13.271,13.271,0.157,0.157,0,0,0,0.285,0,0,0,0,0,0,0,0,0,0,0,0,100,2.4,0,-,0,0,0,0,1.813,0,0,0,0,0,0,0,"24,803.53",0,"24,803.53",0,0,0,"24,803.53",0,0,0,"-24,803.53",0,0,0,0,594.676,0,594.676,0,0.157,0.157,"1,869.07",0,"24,803.53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594.676,0,594.676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Debt,0,0,0,25.14,10.14,135.61,0,"1,869.07","1,869.07",-0.13,,,0,0,100.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199512,13.699,13.699,13.699,0.162,0.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2.4,0,-,0,0,0,0,0,0,0,0,0,0,0,0,"25,604.17",0,"25,604.17",0,0,0,"25,604.17",0,0,0,"-25,604.17",0,0,0,0,613.872,0,613.872,0,0.162,0.162,"1,869.07",0,"25,604.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613.872,0,613.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Debt,0,0,0,-17.65,-40.05,-17.65,0,"1,869.07","1,869.07",0,,,0,0,101.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
