Fiscal Period,Revenue per Share,EBITDA per Share,EBIT per Share,Earnings per Share (Diluted),EPS without NRI,Owner Earnings per Share (TTM),Free Cash Flow per Share,Operating Cash Flow per Share,Dividends per Share,Book Value per Share,Tangible Book per Share,Total Debt per Share,Month End Stock Price,ROE %,ROE % Adjusted to Book Value,ROA %,ROC (Joel Greenblatt) %,ROIC %,WACC %,Effective Interest Rate on Debt %,Gross Margin %,Operating Margin %,Net Margin %,FCF Margin %,Debt-to-Equity,Equity-to-Asset,Debt-to-Asset,Gross-Profit-to-Asset %,Asset Turnover,Dividend Payout Ratio,Days Sales Outstanding,Days Payable,Days Inventory,Cash Conversion Cycle,Inventory Turnover,COGS-to-Revenue,Inventory-to-Revenue,Revenue,Cost of Goods Sold,Gross Profit,"Selling, General, & Admin. Expense",Research & Development,Other Operating Expense,Operating Income,  Interest Income,  Interest Expense,Net Interest Income,Other Income (Expense),  Other Income (Minority Interest),Pre-Tax Income,Tax Provision,Tax Rate %,Net Income (Continuing Operations),Net Income (Discontinued Operations),Net Income,Preferred Dividends,EPS (Basic),EPS (Diluted),Shares Outstanding (Diluted Average),"Depreciation, Depletion and Amortization",EBITDA,  Cash And Cash Equivalents,  Marketable Securities,"Cash, Cash Equivalents, Marketable Securities",  Accounts Receivable,  Notes Receivable,  Other Current Receivables,Total Receivables,"  Inventories, Raw Materials & Components","  Inventories, Work In Process","  Inventories, Inventories Adjustments","  Inventories, Finished Goods","  Inventories, Other",Total Inventories,Other Current Assets,Total Current Assets,Investments And Advances,  Land And Improvements,  Buildings And Improvements,"  Machinery, Furniture, Equipment",  Construction In Progress,  Other Gross PPE,"Gross Property, Plant and Equipment",  Accumulated Depreciation,"Property, Plant and Equipment",Intangible Assets,  Goodwill,Other Long Term Assets,Total Assets,  Accounts Payable,  Total Tax Payable,  Other Current Payables,  Current Accrued Expense,Accounts Payable & Accrued Expense,Current Portion of Long-Term Debt,  Current Deferred Revenue,  Current Deferred Taxes Liabilities,DeferredTaxAndRevenue,Other Current Liabilities,Total Current Liabilities,  Long-Term Debt,  Capital Lease Obligation,Long-Term Debt & Capital Lease Obligation,PensionAndRetirementBenefit,NonCurrent Deferred Liabilities,Other Long-Term Liabilities,Total Liabilities,Common Stock,Preferred Stock,Retained Earnings,Accumulated other comprehensive income (loss),Additional Paid-In Capital,Treasury Stock,Other Stockholders Equity,Total Stockholders Equity,Minority Interest,Total Equity,  Net Income,  Net Foreign Currency Exchange Gain,Net Income From Continuing Operations,"Depreciation, Depletion and Amortization",  Change In Receivables,  Change In Inventory,  Change In Prepaid Assets,  Change In Payables And Accrued Expense,Change In Working Capital,Change In DeferredTax,Stock Based Compensation,Cash Flow from Discontinued Operations,Cash Flow from Others,Cash Flow from Operations,"Purchase Of Property, Plant, Equipment","Sale Of Property, Plant, Equipment",Purchase Of Business,Sale Of Business,Purchase Of Investment,Sale Of Investment,Net Intangibles Purchase And Sale,Cash From Discontinued Investing Activities,Cash From Other Investing Activities,Cash Flow from Investing,Issuance of Stock,Repurchase of Stock,Net Issuance of Preferred Stock,Net Issuance of Debt,Cash Flow for Dividends,Other Financing,Cash Flow from Financing,Net Change in Cash,Capital Expenditure,Free Cash Flow,PE Ratio,Price-to-Owner-Earnings,PB Ratio,Price-to-Tangible-Book,Price-to-Free-Cash-Flow,Price-to-Operating-Cash-Flow,PS Ratio,PEG Ratio,EV-to-Revenue,EV-to-EBITDA,EV-to-EBIT,Earnings Yield (Joel Greenblatt) %,Forward Rate of Return (Yacktman) %,Shiller PE Ratio,Dividend Yield %,Market Cap,Enterprise Value,Net Cash per Share,Net Current Asset Value,Net-Net Working Capital,Intrinsic Value: Projected FCF,Median PS Value,Peter Lynch Fair Value,Graham Number,Earnings Power Value (EPV),Altman Z-Score,Piotroski F-Score,Beneish M-Score,Scaled Net Operating Assets,Sloan Ratio %,Current Ratio,Quick Ratio,Interest Coverage,Highest Stock Price,Lowest Stock Price,Shares Buyback Ratio %,YoY Rev. per Sh. Growth,YoY EPS Growth,YoY EBITDA Growth,5-Year EBITDA Growth Rate,Shares Outstanding (Basic Average),Shares Outstanding (EOP),Beta,Filing Date,Restated Filing Date,Number of Shareholders,Number of Employees,Forex Rate (USD/JPY),Insider Shares Owned,Institution Shares Held,Insider Ownership %,Institutional Ownership %,Price-to-Net-Current-Asset-Value,Price-to-Net-Net-Working-Capital,Price-to-Graham-Number,Price-to-Intrinsic-Value-DCF (Earnings Based),Price-to-Intrinsic-Value-DCF (FCF Based),Price-to-Earnings-Power-Value,Price-to-Intrinsic-Value-Projected-FCF,Price-to-Peter-Lynch-Fair-Value,Price-to-Median-PB-Value,Price-to-Median-PS-Value,Price-to-Net-Cash
199103,4.265,0.098,0.098,0.053,0.053,0,0,0,0.025,4.084,4.084,3.844,0,5.27,0,2.02,9.52,3.88,0,0,42.87,2.3,1.24,0,0.941,0.368,0.347,69.99,0.408,0.477,0,62.9,84.11,21.21,1.08,0.57,0.527,"8,439.88","4,821.79","3,618.09","2,027.39",0,"1,396.75",193.954,0,0,0,-39.431,0,154.523,-49.93,32.31,104.592,0,104.592,0,0.053,0.053,"1,978.65",0,193.954,"1,602.98",0,"1,602.98",0,0,"4,255.27","4,255.27",0,0,0,0,"4,685.59","4,685.59","1,273.92","11,817.76",0,0,0,0,0,"15,530.97","15,530.97","-7,660.98","7,869.98",0,0,"1,883.97","21,571.72","3,323.96",0,0,0,"3,323.96","4,428.12",0,0,0,"2,480.98","10,233.06","3,048.93",0,"3,048.93",0,344.875,0,"13,626.86",0,0,"7,775.39",0,0,0,169.459,"7,944.85",0,"7,944.85",104.592,0,104.592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.18,-0.93,-4.98,0,0,0,5.01,0,2.16,3,0,0.699,1.77,1.15,0.7,N/A,0,0,-0.37,17.27,-37.23,101.14,0,"1,978.65","1,945.31",0,,,0,"85,500.00",137.387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199106,4.25,0.186,0.186,0.079,0.079,0,0,0,0,3.995,3.995,3.668,0,7.79,0,2.9,18.22,4.81,0,0,26.23,4.38,1.86,0,0.918,0.378,0.347,41.03,0.391,0,0,45.51,66.13,20.62,1.38,0.74,0.535,"8,238.75","6,077.61","2,161.14","1,799.92",0,0,361.226,0,0,0,-28.902,0,332.324,-179.331,53.96,152.993,0,152.993,0,0.079,0.079,"1,938.75",0,361.226,"1,038.40",0,"1,038.40",0,0,"2,834.67","2,834.67",0,0,0,0,"4,122.83","4,122.83","1,321.31","9,317.20",0,0,0,0,0,"15,464.75","15,464.75","-7,742.88","7,721.87",0,0,"3,531.87","20,570.93","3,031.06",0,0,0,"3,031.06","3,485.41",0,0,0,"2,296.28","8,812.75","3,650.04",0,"3,650.04",0,336.171,-0.099,"12,798.86",0,0,"7,723.15",0,0,0,48.926,"7,772.08",0,"7,772.08",152.993,0,152.993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.04,-1.79,-4.99,0,0,0,4.97,0,2.18,0,0,0.643,1.86,1.06,0.59,N/A,0,0,-0.01,16.12,2.82,24,0,"1,938.75","1,945.51",0,,,0,0,139.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199109,4.163,0.196,0.196,0.084,0.084,0,0,0,0.027,4.173,4.173,3.987,0,8.16,0,3.04,18.93,5.24,0,0,28.32,4.71,2.02,0,0.955,0.369,0.352,42.7,0.377,0.32,0,48.26,68.24,19.98,1.34,0.72,0.536,"8,026.66","5,753.21","2,273.45","1,895.47",0,0,377.986,0,0,0,-48.731,0,329.255,-167.247,50.8,162.008,0,162.008,0,0.084,0.084,"1,928.24",0,377.986,"1,355.67",0,"1,355.67",0,0,"2,836.28","2,836.28",0,0,0,0,"4,481.76","4,481.76","1,236.86","9,910.56",0,0,0,0,0,"16,670.42","16,670.42","-8,533.54","8,136.88",0,0,"3,978.74","22,026.18","3,042.67",0,0,0,"3,042.67","3,814.06",0,0,0,"2,753.45","9,610.17","3,943.94",0,"3,943.94",0,352.484,0,"13,906.60",0,0,"8,180.27",0,0,0,-60.691,"8,119.58",0,"8,119.58",162.008,0,162.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.45,-2.05,-5.3,0,0,0,5.12,0,2.18,0,0,0.706,2.47,1.03,0.56,N/A,0,0,-0.01,13.19,5.21,-94.67,0,"1,928.24","1,945.62",0,,,0,0,134.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199112,4.281,0.09,0.09,0.044,0.044,0,0,0,0,4.292,4.292,4.399,0,4.07,0,1.49,8.01,2.22,0,0,26.3,2.1,1.03,0,1.025,0.363,0.372,38.17,0.363,0,0,47.94,72.24,24.3,1.26,0.74,0.583,"8,172.08","6,022.71","2,149.37","1,977.35",0,0,172.016,0,0,0,-1.366,0,170.65,-86.837,50.89,83.813,0,83.813,0,0.044,0.044,"1,908.89",0,172.016,937.258,0,937.258,0,0,"5,305.66","5,305.66",0,0,0,0,"5,054.62","5,054.62","1,316.61","12,614.15",0,0,0,0,0,"17,670.81","17,670.81","-9,174.41","8,496.40",0,0,"1,914.32","23,024.87","3,164.39",0,0,0,"3,164.39","5,053.93",0,0,0,"2,656.15","10,874.47","3,503.94",0,"3,503.94",0,296.125,0,"14,674.53",0,0,"8,619.63",0,0,0,-269.293,"8,350.34",0,"8,350.34",83.813,0,83.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.06,-1.06,-5.76,0,0,0,5.01,0,2.27,0,0,0.725,2.19,1.16,0.7,N/A,0,0,0,11.22,-30.68,-13.46,0,"1,908.89","1,945.62",0,,,0,0,128.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199203,4.348,0.117,0.117,0.043,0.043,0,0,0,0.028,4.27,4.27,4.509,0,3.99,0,1.42,10.46,3.25,0,0,44.82,2.69,0.99,0,1.056,0.349,0.369,64.51,0.36,0.646,0,64.64,96.88,32.24,0.94,0.55,0.586,"8,420.05","4,646.11","3,773.94","2,110.81",0,"1,436.39",226.739,0,0,0,-79.364,0,147.375,-64.282,43.62,83.093,0,83.093,0,0.043,0.043,"1,936.47",0,226.739,"1,547.90",0,"1,547.90",0,0,"3,467.42","3,467.42",0,0,0,0,"4,811.10","4,811.10","1,529.20","11,355.60",0,0,0,0,0,"17,396.58","17,396.58","-9,133.07","8,263.51",0,0,"4,157.86","23,776.98","3,291.00",0,0,0,"3,291.00","4,228.36",0,0,0,"3,019.59","10,538.95","4,544.38",0,"4,544.38",0,386.224,0,"15,469.56",0,0,"8,388.82",0,0,0,-81.405,"8,307.42",0,"8,307.42",83.093,0,83.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.16,-2.11,-5.92,0,0,0,4.9,0,2.06,3,0,0.675,2.03,1.08,0.62,N/A,0,0,0,1.95,-18.25,19.39,0,"1,936.47","1,945.63",0,,,0,"90,500.00",132.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199206,4.508,0.166,0.166,0.067,0.067,0,0,0,0,4.433,4.433,4.653,0,6.15,0,2.17,15.17,3.75,0,0,27.1,3.69,1.49,0,1.049,0.358,0.375,39.69,0.366,0,0,46.58,68.81,22.23,1.33,0.73,0.55,"8,769.05","6,392.30","2,376.74","2,053.11",0,0,323.637,0,0,0,-43.145,0,280.492,-150.264,53.57,130.228,0,130.228,0,0.067,0.067,"1,945.19",0,323.637,"1,192.19",0,"1,192.19",0,0,"3,500.50","3,500.50",0,0,0,0,"4,829.07","4,829.07","1,521.28","11,043.04",0,0,0,0,0,"18,241.01","18,241.01","-9,755.04","8,485.98",0,0,"4,601.34","24,130.36","3,263.05",0,0,0,"3,263.05","4,290.50",0,0,0,"2,798.47","10,352.02","4,762.71",0,"4,762.71",0,388.999,0,"15,503.74",0,0,"8,850.68",0,0,0,-224.056,"8,626.62",0,"8,626.62",130.228,0,130.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.35,-2.29,-6.11,0,0,0,4.87,0,2.1,4,0,0.693,1.9,1.07,0.6,N/A,0,0,-0.01,6.07,-15.16,-10.75,0,"1,945.19","1,945.88",0,,,0,0,126.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199209,4.355,0.104,0.104,0.042,0.042,0,0,0,0.028,4.484,4.484,4.717,0,3.7,0,1.31,9.24,2.13,0,0,28.1,2.38,0.95,0,1.052,0.354,0.372,38.71,0.344,0.666,0,48.9,73.25,24.35,1.25,0.72,0.577,"8,403.38","6,042.19","2,361.19","2,160.99",0,0,200.197,0,0,0,-17.604,0,182.593,-102.397,56.08,80.196,0,80.196,0,0.042,0.042,"1,929.41",0,200.197,"1,402.26",0,"1,402.26",0,0,"3,330.29","3,330.29",0,0,0,0,"4,871.52","4,871.52","1,572.63","11,176.70",0,0,0,0,0,"18,725.89","18,725.89","-10,195.67","8,530.23",0,0,"4,963.16","24,670.09","3,237.67",0,0,0,"3,237.67","4,435.92",0,0,0,"3,177.63","10,851.22","4,740.77",0,"4,740.77",0,355.308,0.098,"15,947.39",0,0,"9,226.76",0,0,0,-504.062,"8,722.70",0,"8,722.70",80.196,0,80.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.48,-2.45,-6.22,0,0,0,4.44,0,2.07,0,0,0.684,1.53,1.03,0.58,N/A,0,0,0.03,4.61,-50.53,-46.94,0,"1,929.41","1,945.31",0,,,0,0,122.597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199212,4.156,0.098,0.098,0.033,0.033,0,0,0,0,4.441,4.441,4.574,0,2.85,0,1.03,8.4,1.86,0,0,26.81,2.36,0.79,0,1.03,0.366,0.377,34.93,0.326,0,0,48.48,78.47,29.99,1.16,0.73,0.629,"7,865.06","5,756.53","2,108.53","1,923.00",0,0,185.529,0,0,0,-36.522,0,149.007,-87.13,58.47,61.877,0,61.877,0,0.033,0.033,"1,892.31",0,185.529,876.836,0,876.836,0,0,"2,952.47","2,952.47",0,0,0,0,"5,028.80","5,028.80","1,494.80","10,352.90",0,0,0,0,0,"18,735.71","18,735.71","-10,415.88","8,319.83",0,0,"4,949.62","23,622.34","3,058.11",0,0,0,"3,058.11","4,262.14",0,0,0,"2,677.69","9,997.94","4,639.53",0,"4,639.53",0,343.792,-0.101,"14,981.16",0,0,"9,127.14",0,0,0,-485.957,"8,641.18",0,"8,641.18",61.877,0,61.877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.25,-2.38,-5.96,0,0,0,4.29,0,2.11,3,0,0.676,1.5,1.04,0.53,N/A,0,0,-0.03,-2.92,-25.53,8.89,0,"1,892.31","1,945.97",0,,,0,0,124.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199303,4.32,0.086,0.086,0.018,0.018,0,0,0,0.032,4.554,4.554,4.999,0,1.67,0,0.59,7.63,1.25,0,0,45.96,1.99,0.42,0,1.098,0.344,0.378,64.57,0.351,1.825,0,70.35,99.51,29.16,0.92,0.54,0.589,"8,665.04","4,682.67","3,982.37","2,325.65",0,"1,484.68",172.033,0,0,0,-53.257,0,118.777,-82.193,69.2,36.584,0,36.584,0,0.018,0.018,"2,005.84",0,172.033,"1,286.62",0,"1,286.62",0,0,"3,768.49","3,768.49",0,0,0,0,"5,184.57","5,184.57","1,449.35","11,689.02",0,0,0,0,0,"19,717.42","19,717.42","-11,101.61","8,615.82",0,0,"5,412.17","25,717.01","3,610.08",0,0,0,"3,610.08","4,857.44",0,0,0,"2,716.73","11,184.25","4,866.66",0,"4,866.66",0,171.955,635.41,"16,858.28",0,0,"9,712.42",0,0,0,-853.69,"8,858.73",0,"8,858.73",36.584,0,36.584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,-2.66,-6.67,0,0,0,4.03,0,2.02,3,0,0.732,1.2,1.05,0.58,N/A,0,0,0.04,-0.64,-59.37,-26.5,0,"2,005.84","1,945.25",0,,,0,"90,900.00",117.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199306,4.497,0.109,0.109,0.03,0.03,0,0,0,0,4.673,4.673,5.239,0,2.52,0,0.87,8.92,1.65,0,0,27.38,2.42,0.66,0,1.121,0.348,0.39,36.01,0.329,0,0,49.37,76.14,26.77,1.2,0.73,0.606,"8,529.77","6,194.66","2,335.12","2,128.40",0,0,206.72,0,0,0,-46.788,0,159.933,-103.41,64.66,56.523,0,56.523,0,0.03,0.03,"1,896.67",0,206.72,"1,132.05",0,"1,132.05",0,0,"3,649.05","3,649.05",0,0,0,0,"5,153.70","5,153.70","1,452.70","11,387.50",0,0,0,0,0,"20,893.65","20,893.65","-11,949.05","8,944.60",0,0,"5,823.33","26,155.44","3,351.73",0,0,0,"3,351.73","4,544.17",0,0,0,"2,586.24","10,482.14","5,647.71",0,"5,647.71",0,229.866,706.187,"17,065.90",0,0,"10,471.71",0,0,0,"-1,382.18","9,089.54",0,"9,089.54",56.523,0,56.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.19,-2.92,-6.87,0,0,0,3.58,0,2.09,4,0,0.706,0.9,1.09,0.59,N/A,0,0,0,-0.24,-55.49,-34.34,0,"1,896.67","1,945.25",0,,,0,0,107.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199309,4.451,4.451,4.451,0.015,0.015,0,0,0,0.032,0,0,0,0,2.7,0,0.94,753.16,398.92,0,0,0,100,0.34,0,-,0,0,276.81,0.692,2.133,0,0,0,0,0,0,0.285,"9,050.17",0,"9,050.17",0,0,0,"9,050.17",0,0,0,"-9,050.17",0,0,0,0,30.637,0,30.637,0,0.015,0.015,"2,033.33",0,"9,050.17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.637,0,30.637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Debt,0,0,0,2.2,-63.75,"4,179.81",0,"2,033.33","1,945.25",0,,,0,0,105.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199312,4.27,0.083,0.083,0.03,0.03,0,0,0,0,4.634,4.634,5.187,0,5.46,0,1.89,14.1,3.33,0,0,25.81,1.96,0.71,0,1.119,0.347,0.389,68.54,0.664,0,0,46.7,38.85,-7.85,2.35,0.74,0.316,"8,624.43","6,398.69","2,225.74","2,057.08",0,0,168.656,0,0,0,-30.259,0,138.398,-76.865,55.54,61.533,0,61.533,0,0.03,0.03,"2,020.00",0,168.656,"1,136.63",0,"1,136.63",0,0,"3,784.67","3,784.67",0,0,0,0,"5,447.98","5,447.98","1,454.24","11,823.52",0,0,0,0,0,"20,928.93","20,928.93","-12,307.76","8,621.18",0,0,"5,534.49","25,979.18","3,274.94",0,0,0,"3,274.94","4,063.49",0,0,0,"2,679.41","10,017.85","6,037.62",0,"6,037.62",0,222.168,677.672,"16,955.30",0,0,"10,299.21",0,0,0,"-1,275.33","9,023.88",0,"9,023.88",61.533,0,61.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.12,-2.64,-6.72,0,0,0,3.11,0,2.03,3,0,0,0.71,1.18,0.64,N/A,0,0,-0.11,2.74,-6.85,-15.31,0,"2,020.00","1,947.43",0,,,0,0,109.913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199403,4.717,0.099,0.099,0.035,0.035,0,0,0,0.035,4.729,4.729,5.482,0,3.18,0,1.08,9.07,2.04,0,0,41.46,2.11,0.73,0,1.159,0.331,0.384,61.16,0.369,0.986,0,60.21,86.7,26.49,1.05,0.59,0.556,"9,920.28","5,807.59","4,112.69","2,539.93",0,"1,363.70",209.054,0,0,0,-43.909,0,165.146,-92.56,56.05,72.586,0,72.586,0,0.035,0.035,"2,103.23",0,209.054,"1,778.21",0,"1,778.21",0,0,"4,640.44","4,640.44",0,0,0,0,"5,588.66","5,588.66","1,513.65","13,520.97",0,0,0,0,0,"21,486.08","21,486.08","-12,730.22","8,755.86",0,0,"5,535.45","27,812.28","3,832.12",0,0,0,"3,832.12","4,844.28",0,0,0,"3,160.37","11,836.77","5,831.84",0,"5,831.84",0,200.324,733.056,"18,601.98",0,0,"10,850.96",0,0,0,"-1,640.66","9,210.30",0,"9,210.30",72.586,0,72.586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.64,-2.61,-7.2,0,0,0,3.43,0,2,3,0,0.697,0.8,1.14,0.67,N/A,0,0,0,9.19,99.95,15.12,0,"2,103.23","1,947.43",0,,,0,"91,300.00",105.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199406,4.845,0.129,0.129,0.115,0.115,0,0,0,0,5.208,5.208,5.415,0,9.32,0,3.21,11.04,3.55,0,0,26.25,2.65,2.38,0,1.04,0.356,0.371,35.39,0.337,0,0,42.34,71.09,28.75,1.28,0.74,0.575,"9,483.31","6,994.05","2,489.26","2,237.61",0,0,251.653,0,0,0,90.061,0,341.714,-116.177,34,225.537,0,225.537,0,0.115,0.115,"1,957.50",0,251.653,"1,399.02",0,"1,399.02",0,0,"4,137.63","4,137.63",0,0,0,0,"5,309.00","5,309.00","1,557.83","12,403.48",0,0,0,0,0,"21,914.15","21,914.15","-13,157.48","8,756.67",0,0,"7,293.51","28,453.66","3,245.27",0,0,0,"3,245.27","4,167.97",0,0,0,"3,011.77","10,425.01","6,377.16",0,"6,377.16",0,860.382,648.671,"18,311.22",0,0,"11,262.16",0,0,0,"-1,119.72","10,142.44",0,"10,142.44",225.537,0,225.537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.68,-3.03,-7.32,0,0,0,4.79,0,2.06,5,0,0.694,1.37,1.19,0.68,N/A,0,0,0,7.74,286.63,18.35,0,"1,957.50","1,947.43",0,,,0,0,102.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199409,5.319,5.319,5.319,0.078,0.078,0,0,0,0.035,0,0,0,0,11.78,0,4.2,874.53,424.67,0,0,0,100,1.46,0,-,0,0,287.88,0.72,0.449,0,0,0,0,0,0,0.259,"10,239.11",0,"10,239.11",0,0,0,"10,239.11",0,0,0,"-10,239.11",0,0,0,0,149.359,0,149.359,0,0.078,0.078,"1,925.16",0,"10,239.11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.359,0,149.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Debt,0,0,0,19.5,414.81,19.5,0,"1,925.16","1,947.43",0,,,0,0,98.774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199412,4.675,0.149,0.149,0.067,0.067,0,0,0,0,5.448,5.448,5.385,0,9.76,0,3.51,25.15,5.51,0,0,28.57,3.18,1.43,0,0.988,0.36,0.356,69.92,0.612,0,0,50.9,38.23,-12.67,2.39,0.71,0.299,"9,024.07","6,445.76","2,578.31","2,291.49",0,0,286.821,0,0,0,-9.935,0,276.886,-147.434,53.25,129.452,0,129.452,0,0.067,0.067,"1,930.37",0,286.821,"1,635.29",0,"1,635.29",0,0,"4,230.28","4,230.28",0,0,0,0,"5,401.11","5,401.11","1,640.25","12,906.93",0,0,0,0,0,"22,919.52","22,919.52","-13,968.67","8,950.85",0,0,"7,641.73","29,499.50","3,595.34",0,0,0,"3,595.34","3,990.06",0,0,0,"3,273.35","10,858.75","6,501.30",0,"6,501.30",0,858.177,665.837,"18,884.06",0,0,"11,735.70",0,0,0,"-1,120.26","10,615.44",0,"10,615.44",129.452,0,129.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.85,-3.07,-7.47,0,0,0,6.01,0,2.06,6,0,0,1.96,1.19,0.69,N/A,0,0,-0.05,9.48,120.15,79.52,0,"1,930.37","1,948.36",0,,,0,0,100.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199503,6.081,0.132,0.132,0.06,0.06,0,0,0,0.039,5.759,5.759,5.989,0,4.22,0,1.47,10.78,3.18,0,0,39.67,2.17,0.98,0,1.04,0.338,0.351,59.51,0.375,0.655,0,59.37,71.04,11.67,1.28,0.6,0.47,"11,764.24","7,097.02","4,667.22","3,032.71",0,"1,379.71",254.798,0,0,0,-70.969,0,183.829,-68.675,37.36,115.154,0,115.154,0,0.06,0.06,"1,934.73",0,254.798,"2,238.46",0,"2,238.46",0,0,"5,487.16","5,487.16",0,0,0,0,"5,649.32","5,649.32","1,703.38","15,078.32",0,0,0,0,0,"25,067.13","25,067.13","-15,289.84","9,777.29",0,0,"8,384.89","33,240.50","4,617.71",0,0,0,"4,617.71","5,167.31",0,0,0,"4,134.36","13,919.38","6,500.92",0,"6,500.92",0,789.17,811.314,"22,020.79",0,0,"13,089.93",0,0,0,"-1,870.22","11,219.71",0,"11,219.71",115.154,0,115.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.15,-3.56,-8.7,0,0,0,6.44,0,1.99,6,0,0.7,1.86,1.08,0.68,N/A,0,0,0,28.92,70.42,33.33,0,"1,934.73","1,948.36",0,,,0,"92,800.00",90.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
