Fiscal Period,Revenue per Share,EBITDA per Share,EBIT per Share,Earnings per Share (Diluted),EPS without NRI,Owner Earnings per Share (TTM),Free Cash Flow per Share,Operating Cash Flow per Share,Dividends per Share,Book Value per Share,Tangible Book per Share,Total Debt per Share,Month End Stock Price,ROE %,ROE % Adjusted to Book Value,ROA %,ROC (Joel Greenblatt) %,ROIC %,WACC %,Effective Interest Rate on Debt %,Gross Margin %,Operating Margin %,Net Margin %,FCF Margin %,Debt-to-Equity,Equity-to-Asset,Debt-to-Asset,Gross-Profit-to-Asset %,Asset Turnover,Dividend Payout Ratio,Days Sales Outstanding,Days Payable,Days Inventory,Cash Conversion Cycle,Inventory Turnover,COGS-to-Revenue,Inventory-to-Revenue,Revenue,Cost of Goods Sold,Gross Profit,"Selling, General, & Admin. Expense",Research & Development,Other Operating Expense,Operating Income,  Interest Income,  Interest Expense,Net Interest Income,Other Income (Expense),  Other Income (Minority Interest),Pre-Tax Income,Tax Provision,Tax Rate %,Net Income (Continuing Operations),Net Income (Discontinued Operations),Net Income,Preferred Dividends,EPS (Basic),EPS (Diluted),Shares Outstanding (Diluted Average),"Depreciation, Depletion and Amortization",EBITDA,  Cash And Cash Equivalents,  Marketable Securities,"Cash, Cash Equivalents, Marketable Securities",  Accounts Receivable,  Notes Receivable,  Other Current Receivables,Total Receivables,"  Inventories, Raw Materials & Components","  Inventories, Work In Process","  Inventories, Inventories Adjustments","  Inventories, Finished Goods","  Inventories, Other",Total Inventories,Other Current Assets,Total Current Assets,Investments And Advances,  Land And Improvements,  Buildings And Improvements,"  Machinery, Furniture, Equipment",  Construction In Progress,  Other Gross PPE,"Gross Property, Plant and Equipment",  Accumulated Depreciation,"Property, Plant and Equipment",Intangible Assets,  Goodwill,Other Long Term Assets,Total Assets,  Accounts Payable,  Total Tax Payable,  Other Current Payables,  Current Accrued Expense,Accounts Payable & Accrued Expense,Current Portion of Long-Term Debt,  Current Deferred Revenue,  Current Deferred Taxes Liabilities,DeferredTaxAndRevenue,Other Current Liabilities,Total Current Liabilities,  Long-Term Debt,  Capital Lease Obligation,Long-Term Debt & Capital Lease Obligation,PensionAndRetirementBenefit,NonCurrent Deferred Liabilities,Other Long-Term Liabilities,Total Liabilities,Common Stock,Preferred Stock,Retained Earnings,Accumulated other comprehensive income (loss),Additional Paid-In Capital,Treasury Stock,Other Stockholders Equity,Total Stockholders Equity,Minority Interest,Total Equity,  Net Income,  Net Foreign Currency Exchange Gain,Net Income From Continuing Operations,"Depreciation, Depletion and Amortization",  Change In Receivables,  Change In Inventory,  Change In Prepaid Assets,  Change In Payables And Accrued Expense,Change In Working Capital,Change In DeferredTax,Stock Based Compensation,Cash Flow from Discontinued Operations,Cash Flow from Others,Cash Flow from Operations,"Purchase Of Property, Plant, Equipment","Sale Of Property, Plant, Equipment",Purchase Of Business,Sale Of Business,Purchase Of Investment,Sale Of Investment,Net Intangibles Purchase And Sale,Cash From Discontinued Investing Activities,Cash From Other Investing Activities,Cash Flow from Investing,Issuance of Stock,Repurchase of Stock,Net Issuance of Preferred Stock,Net Issuance of Debt,Cash Flow for Dividends,Other Financing,Cash Flow from Financing,Net Change in Cash,Capital Expenditure,Free Cash Flow,PE Ratio,Price-to-Owner-Earnings,PB Ratio,Price-to-Tangible-Book,Price-to-Free-Cash-Flow,Price-to-Operating-Cash-Flow,PS Ratio,PEG Ratio,EV-to-Revenue,EV-to-EBITDA,EV-to-EBIT,Earnings Yield (Joel Greenblatt) %,Forward Rate of Return (Yacktman) %,Shiller PE Ratio,Dividend Yield %,Market Cap,Enterprise Value,Net Cash per Share,Net Current Asset Value,Net-Net Working Capital,Intrinsic Value: Projected FCF,Median PS Value,Peter Lynch Fair Value,Graham Number,Earnings Power Value (EPV),Altman Z-Score,Piotroski F-Score,Beneish M-Score,Scaled Net Operating Assets,Sloan Ratio %,Current Ratio,Quick Ratio,Interest Coverage,Highest Stock Price,Lowest Stock Price,Shares Buyback Ratio %,YoY Rev. per Sh. Growth,YoY EPS Growth,YoY EBITDA Growth,5-Year EBITDA Growth Rate,Shares Outstanding (Basic Average),Shares Outstanding (EOP),Beta,Filing Date,Restated Filing Date,Number of Shareholders,Number of Employees,Forex Rate (USD/JPY),Insider Shares Owned,Institution Shares Held,Insider Ownership %,Institutional Ownership %,Price-to-Net-Current-Asset-Value,Price-to-Net-Net-Working-Capital,Price-to-Graham-Number,Price-to-Intrinsic-Value-DCF (Earnings Based),Price-to-Intrinsic-Value-DCF (FCF Based),Price-to-Earnings-Power-Value,Price-to-Intrinsic-Value-Projected-FCF,Price-to-Peter-Lynch-Fair-Value,Price-to-Median-PB-Value,Price-to-Median-PS-Value,Price-to-Net-Cash
199906,6.478,0.534,0.534,0.311,0.311,0,0,0,0,7.725,7.725,6.49,21.69,16.22,5.77,5.81,43.54,9.8,6.49,0,31.54,8.24,4.8,0,0.84,0.367,0.308,38.18,0.303,0,0,56.28,52.73,-3.55,1.73,0.68,0.396,"12,590.43","8,619.13","3,971.30","2,291.74",641.905,0,"1,037.65",0,0,0,-20.078,0,"1,017.57",-412.71,40.56,604.86,0,604.86,0,0.311,0.311,"1,943.55",0,"1,037.65","2,000.61",0,"2,000.61",0,0,"8,521.95","8,521.95",0,0,0,0,"4,941.18","4,941.18","2,711.58","18,175.32",0,0,0,0,0,"24,092.81","24,092.81","-14,639.93","9,452.89",0,0,"13,416.35","41,044.56","5,315.54",0,0,0,"5,315.54","6,617.52",0,0,0,"5,245.97","17,179.04","6,030.93",0,"6,030.93",0,0,"2,779.55","25,989.52",714.488,0,"16,937.09","-4,028.82","1,432.19",0,0.1,"15,055.05",0,"15,055.05",604.86,0,604.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81,2.81,0,0,0,0,0,0,0,0,0,0,0.31,"42,270.12","52,917.97",-12.31,-4.01,-11.04,17.2,14.25,38.65,14.66,0,2.17,4,-2.32,0.609,5.86,1.06,0.77,N/A,23.47,20.44,0,11.59,9.34,2.1,65,"1,943.55","1,948.83",0.85,,,0,0,120.725,0,0,0,0,0,0,1.48,0,0,0,1.26,0.56,0,1.52,0
199909,7.3,0.503,0.503,0.306,0.306,0,0,0,0.052,8.547,8.547,6.392,20.45,15,6.28,5.57,39.6,8.93,6.17,0,31.22,6.9,4.19,0,0.748,0.375,0.281,41.48,0.332,0.17,0,56.66,47.2,-9.46,1.93,0.69,0.356,"14,189.36","9,759.08","4,430.28","2,668.73",783.165,0,978.384,0,0,0,50.321,0,"1,028.71",-434.296,42.22,594.41,0,594.41,0,0.306,0.306,"1,943.74",0,978.384,"4,175.99",0,"4,175.99",0,0,"9,101.32","9,101.32",0,0,0,0,"5,154.67","5,154.67","3,046.34","21,478.31",0,0,0,0,0,"26,544.37","26,544.37","-16,229.56","10,314.80",0,0,"12,596.38","44,389.49","6,059.56",0,0,0,"6,059.56","7,140.87",0,0,0,"6,230.51","19,430.94","5,315.38",0,"5,315.38",0,0,"2,986.57","27,732.89",805.442,0,"19,687.72","-5,451.13","1,614.56",0,0,"16,656.60",0,"16,656.60",594.41,0,594.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39,2.39,0,0,0,0,0,0,0,0,0,0,0.46,"39,853.57","48,133.84",-12.09,-3.21,-10.77,15.66,15.05,36.53,15.43,6.18,2.28,5,-2.34,0.608,5.42,1.11,0.84,N/A,22.56,20.22,0,24.49,0.19,-14.16,64.73,"1,943.74","1,948.83",0.8,,,0,0,106.875,0,0,0,0,0,0,1.33,0,0,3.31,1.31,0.56,0,1.36,0
199912,7.239,0.529,0.529,0.317,0.317,0,0,0,0,8.834,8.834,6.499,19.13,14.57,6.71,5.55,39.54,9.24,4.93,0,31.11,7.31,4.37,0,0.736,0.387,0.284,39.51,0.317,0,0,53.04,50.8,-2.24,1.8,0.69,0.383,"14,113.83","9,722.66","4,391.17","2,547.22",812.922,0,"1,031.03",0,0,0,27.214,0,"1,058.24",-441.201,41.69,617.043,0,617.043,0,0.317,0.317,"1,949.61",0,"1,031.03","2,739.81",0,"2,739.81",0,0,"9,290.53","9,290.53",0,0,0,0,"5,670.61","5,670.61","3,332.23","21,033.19",0,0,0,0,0,"27,403.18","27,403.18","-16,858.33","10,544.85",0,0,"12,943.65","44,521.69","5,650.88",0,0,0,"5,650.88","7,631.40",0,0,0,"5,931.89","19,214.16","5,033.93",0,"5,033.93",0,0,"3,058.30","27,306.39",838.939,0,"21,015.94","-6,321.15","1,681.67",0,-0.1,"17,215.30",0,"17,215.30",617.043,0,617.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,2.17,0,0,0,0,0,0,0,0,0,0,0.49,"37,281.12","47,206.64",-12.61,-3.22,-11.15,13.52,15.41,34.86,15.58,6.03,2.34,3,-2.21,0.611,5.33,1.09,0.8,N/A,21.75,17.86,0,9.81,-5.04,-12.56,62.4,"1,949.61","1,948.83",0.6,,,0,0,102.584,0,0,0,0,0,0,1.23,0,0,3.17,1.41,0.55,0,1.24,0
200003,6.87,0.373,0.373,0.263,0.263,0,0,0,0.054,9.019,9.019,6.698,20.31,11.76,5.23,4.59,21.57,7.49,6.34,0,41.94,5.43,3.82,0,0.743,0.394,0.293,50.4,0.3,0.205,69.65,72.42,63.62,60.85,1.43,0.58,0.405,"13,388.00","7,773.62","5,614.38","2,577.13",742.729,"1,567.45",727.07,0,0,0,6.403,0,733.473,-222.157,30.29,511.316,0,511.316,0,0.263,0.263,"1,948.83",0,727.07,"3,920.81",0,"3,920.81","10,218.80",0,0,"10,218.80",0,0,0,0,"5,169.36","5,169.36","3,052.06","22,361.02",0,0,0,0,0,"26,175.70","26,175.70","-15,967.82","10,207.88",0,0,"12,034.82","44,603.73","6,169.53",0,0,0,"6,169.53","7,820.55",0,0,0,"6,063.56","20,053.63","5,231.84",0,"5,231.84",0,23.064,"1,442.05","26,750.58",783.702,0,"20,204.21","-4,981.48","1,571.00",0,0,"17,577.44",275.703,"17,853.14",511.316,0,511.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.22,0,2.25,2.25,0,0,0.7,0.27,0.87,12.43,12.43,8.05,20,27.63,0.52,"39,580.74","48,988.02",-11.86,-2.39,-6.6,7.35,11.81,31.3,15.58,0.07,3.11,3,-2.23,0.606,5.22,1.12,0.86,N/A,20.45,16.43,0,5.5,-8.41,-18.38,59.71,"1,948.83","1,948.83",0.84,,,0,"112,400.00",106.307,0,0,0,0,0,0,1.3,0,0,290.14,2.76,0.65,0,1.72,0
200006,7.484,0.504,0.504,0.307,0.307,0,0,0,0,9.541,9.541,6.978,17.19,13.29,7.38,5.28,29.12,8.44,6.32,0,30.01,6.74,4.12,0,0.731,0.4,0.292,38.42,0.32,0,0,54.66,46.66,-8,1.96,0.7,0.358,"14,585.93","10,209.25","4,376.68","2,639.81",753.945,0,982.928,0,0,0,24.998,0,"1,007.93",-406.97,40.38,600.956,0,600.956,0,0.307,0.307,"1,948.83",0,982.928,"3,597.74",0,"3,597.74",0,0,"10,512.23","10,512.23",0,0,0,0,"5,270.61","5,270.61","3,241.76","22,622.34",0,0,0,0,0,"27,229.00","27,229.00","-16,638.78","10,590.22",0,0,"13,322.02","46,534.58","6,115.55",0,0,0,"6,115.55","9,012.34",0,0,0,"6,370.53","21,498.42","4,585.66",0,"4,585.66",0,0,"1,856.86","27,940.94",809.94,0,"21,375.43","-5,215.62","1,623.88",0,0,"18,593.63",0,"18,593.63",600.956,0,600.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.35,0,1.8,1.8,0,0,0.59,0.26,0.77,11.68,11.68,8.56,20,22.86,0.62,"33,500.39","43,500.65",-12.49,-2.73,-11.14,7.71,12.37,29.94,16,13.54,2.86,3,-2.2,0.641,4.99,1.05,0.81,N/A,23.52,16.09,0,15.53,-1.2,-5.62,55.61,"1,948.83","1,948.83",0.9,,,0,0,106.126,0,0,0,0,0,0,1.07,0,0,1.27,2.23,0.57,0,1.39,0
200009,7.224,0.655,0.467,0.278,0.278,0,0,0,0.044,9.82,9.82,7.5,18.3,11.54,6.2,4.6,34.16,7.55,5.35,0,32.01,6.47,3.87,0,0.764,0.397,0.303,38.04,0.297,0.158,0,57.55,50.11,-7.44,1.82,0.68,0.373,"14,078.32","9,572.45","4,505.87","2,418.92",809.681,366.38,910.891,0,0,0,-7.085,0,903.806,-359.296,39.75,544.51,0,544.51,0,0.278,0.278,"1,948.83",366.38,"1,277.27","4,165.81",0,"4,165.81",0,0,"9,739.45","9,739.45",0,0,0,0,"5,242.68","5,242.68","3,164.84","22,312.77",0,0,0,0,0,"27,526.11","27,526.11","-16,785.69","10,740.41",0,0,"15,183.54","48,236.72","6,037.18",0,0,0,"6,037.18","10,403.38",0,0,0,"6,520.97","22,961.53","4,212.36",0,"4,212.36",0,0,"1,925.02","29,098.91",806.644,0,"21,820.89","-5,107.06","1,616.33",0,1.012,"19,137.81",0,"19,137.81",544.51,0,544.51,366.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0,1.86,1.86,0,0,0.65,0.32,0.84,11.78,12.98,7.7,21.08,24.56,0.54,"35,663.55","46,113.49",-12.79,-3.48,-11.45,7.72,12.33,28.24,16.05,25.35,2.76,3,-2.35,0.636,4.71,0.97,0.74,N/A,20.14,16.05,0,-1.04,-8.98,30.22,49.87,"1,948.83","1,948.83",0.69,,,0,0,106.838,0,0,0,0,0,0,1.14,0,0,0.72,2.37,0.65,0,1.48,0
200012,7.209,0.441,0.441,0.217,0.217,0,0,0,0,9.741,9.741,7.198,18.47,8.85,4.66,3.55,32.1,6.13,4.76,0,29.62,6.11,3,0,0.739,0.405,0.3,35.02,0.296,0,0,53.4,48.86,-4.54,1.87,0.7,0.377,"14,049.39","9,888.20","4,161.19","2,526.95",775.244,0,858.999,0,0,0,-60.263,0,798.737,-376.898,47.19,421.839,0,421.839,0,0.217,0.217,"1,948.83",0,858.999,"3,438.04",0,"3,438.04",0,0,"9,566.46","9,566.46",0,0,0,0,"5,347.04","5,347.04","3,150.01","21,501.54",0,0,0,0,0,"27,015.07","27,015.07","-16,346.53","10,668.55",0,0,"14,658.15","46,828.24","5,786.25",0,0,0,"5,786.25","10,191.55",0,0,0,"6,033.42","22,011.22","3,835.37",0,"3,835.37",0,0,"1,998.89","27,845.47",767.073,0,"21,083.79","-4,405.31","1,538.23",0,-1.021,"18,982.77",0,"18,982.77",421.839,0,421.839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.57,0,1.9,1.9,0,0,0.69,0.41,0.88,12.88,14.23,7.03,20,25.87,0.53,"35,994.85","46,583.73",-12.52,-3.26,-11.15,7.58,12.31,24.87,15.29,14.55,2.8,4,-2.35,0.613,4.44,0.98,0.73,N/A,18.47,15.26,0,-0.41,-31.42,-16.64,45.32,"1,948.83","1,948.83",0.61,,,0,0,112.209,0,0,0,0,0,0,1.21,0,0,1.27,2.44,0.74,0,1.5,0
200103,7.882,0.813,0.813,0.272,0.272,0,0,0,0.05,9.587,9.587,6.781,20.53,11.72,5.48,4.68,62.57,12.29,4.16,0,29.06,10.32,3.44,0,0.707,0.394,0.278,39.57,0.34,0.183,21,53.44,42.26,9.82,2.16,0.71,0.329,"16,049.88","11,385.64","4,664.24","2,837.87",869.446,-699.543,"1,656.47",0,0,0,-629.733,0,"1,026.74",-474.911,46.25,551.829,0,551.829,0,0.272,0.272,"2,036.36",0,"1,656.47","3,497.72",0,"3,497.72","3,692.84",0,"6,386.19","10,079.03",0,0,0,0,"5,199.87","5,199.87","2,994.34","21,770.94",0,"2,512.75","6,968.45","15,812.37",833.432,1.038,"26,128.04","-15,618.29","10,509.75",0,0,"15,194.82","47,475.52","6,667.46",0,0,"4,517.97","11,185.42","10,129.88",0,0,0,"1,815.28","23,130.59","3,084.63",0,"3,084.63",0,0,"2,577.10","28,792.32",721.339,0,"20,341.76","-3,824.65","1,444.75",0,0,"18,683.20",0,"18,683.20",551.829,0,551.829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.36,0,2.14,2.14,0,0,0.77,0.56,0.94,11.46,12.36,8.09,21.89,29.82,0.46,"40,009.48","49,726.28",-12.98,-3.6,-10.22,7.15,16.83,24.02,15.23,13.87,2.8,3,-2.73,0.606,4.46,0.94,0.72,N/A,21.45,16.96,0,14.73,3.51,117.96,37.98,"2,036.36","1,948.83",0.55,,7/10/02,0,"28,067.00",121.505,0,0,0,0,0,0,1.35,0,0,1.48,2.87,0.85,0,1.22,0
200106,7.381,0.635,0.635,0.375,0.375,0,0,0,0,9.738,9.738,7.336,22,15.51,6.86,6.11,47.6,10.47,3.71,0,30.69,8.6,5.08,0,0.753,0.394,0.297,36.94,0.301,0,20.84,55.5,47.68,13.02,1.91,0.69,0.362,"14,384.27","9,970.45","4,413.82","2,407.30",769.082,0,"1,237.44",0,0,0,-57.278,0,"1,180.16",-449.863,38.12,730.296,0,730.296,0,0.375,0.375,"1,948.83",0,"1,237.44","3,185.39",0,"3,185.39","3,284.48",0,"6,133.51","9,417.99",0,0,0,0,"5,220.73","5,220.73","2,799.87","20,623.97",0,"2,472.23","6,835.84","15,515.96",947.967,0,"25,772.00","-15,483.07","10,288.93",0,0,"17,201.33","48,114.23","6,064.62",0,0,"4,551.13","10,615.75","11,136.35",0,0,0,"1,700.79","23,452.88","3,160.31",0,"3,160.31",0,0,"2,522.70","29,135.90",703.242,0,"20,472.34","-7,445.77","1,409.71",0,"3,838.82","18,978.34",0,"18,978.34",730.296,0,730.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.59,0,2.26,2.26,0,0,0.8,0.74,0.99,11.44,12.26,8.16,21.77,30.58,0.43,"42,874.26","53,985.53",-13.32,-4.37,-10.71,7.65,16.78,26.71,15.82,13.99,2.83,5,-2.09,0.634,4.67,0.88,0.66,N/A,22.6,18.87,0,-1.38,21.87,25.99,27.91,"1,948.83","1,948.83",0.46,,,0,0,122.351,0,0,0,0,0,0,1.39,0,0,1.57,2.88,0.82,0,1.31,0
200109,7.57,0.711,0.711,0.366,0.366,0,0,0,0.046,10.151,10.151,7.696,16.06,14.72,9.32,5.78,52.54,10.76,4.84,0,32.06,9.39,4.83,0,0.758,0.391,0.296,38.33,0.299,0.125,19.3,55.67,48.41,12.04,1.88,0.68,0.36,"14,751.99","10,023.01","4,728.98","2,594.64",749.384,0,"1,384.95",0,0,0,-179.288,0,"1,205.66",-492.539,40.85,713.123,0,713.123,0,0.366,0.366,"1,948.83",0,"1,384.95","3,938.30",0,"3,938.30","3,119.41",0,"6,489.63","9,609.04",0,0,0,0,"5,413.90","5,413.90","3,040.85","22,002.07",0,"2,571.48","7,096.99","15,924.41","1,229.84",0,"26,822.71","-16,022.11","10,800.60",0,0,"17,783.77","50,586.44","6,114.93",0,0,"4,860.92","10,975.86","12,087.85",0,0,0,"2,092.03","25,155.73","2,910.91",0,"2,910.91",0,0,"2,737.67","30,804.31",728.232,0,"21,899.34","-4,302.91","1,458.48",0,-1.007,"19,782.12",0,"19,782.12",713.123,0,713.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.05,0,1.58,1.58,0,0,0.54,1.01,0.72,8.22,8.22,12.17,16.85,20.57,0.59,"31,298.21","42,358.67",-13.79,-4.52,-11.2,8.08,16.97,15.93,16.76,30.67,2.59,5,-2.83,0.641,4.78,0.87,0.66,N/A,24.07,14.97,0,4.79,31.51,8.55,12.95,"1,948.83","1,948.83",0.71,,,0,0,118.612,0,0,0,0,0,0,0.96,0,0,0.52,1.99,1.01,0,0.95,0
200112,7.065,0.623,0.623,0.331,0.331,0,0,0,0,10.125,10.125,7.962,20.38,13.06,6.5,5.14,45.49,9.67,5.39,0,32.88,8.81,4.68,0,0.786,0.397,0.312,36.09,0.274,0,15.04,53.08,54.42,16.38,1.68,0.67,0.4,"13,768.98","9,241.57","4,527.41","2,492.76",820.258,1.032,"1,213.36",0,0,0,-178.496,0,"1,034.87",-390.009,37.69,644.857,0,644.857,0,0.331,0.331,"1,948.83",0,"1,213.36","3,512.15",0,"3,512.15","2,269.90",0,"6,806.59","9,076.49",0,0,0,0,"5,608.70","5,608.70","2,971.50","21,168.84",0,"2,453.55","6,991.28","15,639.58",861.528,0,"25,945.93","-15,408.46","10,537.47",0,0,"18,051.86","49,758.16","5,375.52",0,0,"4,652.25","10,027.78","11,133.84",0,0,0,"1,841.71","23,003.32","4,382.96",0,"4,382.96",0,0,"2,639.27","30,025.55",674.778,0,"20,843.83","-3,138.65","1,352.65",0,0,"19,732.61",0,"19,732.61",644.857,0,644.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.89,0,2.01,2.01,0,0,0.71,3.03,0.92,9.87,9.87,10.13,7.09,27.44,0.47,"39,717.16","51,721.81",-13.6,-4.54,-11.29,8.05,16.89,6.72,17.5,27.42,2.76,4,-2.81,0.627,5.31,0.92,0.68,N/A,20.38,15.43,0,-2,52.45,41.27,5.24,"1,948.83","1,948.83",0.76,,,0,0,127.595,0,0,0,0,0,0,1.16,0,0,0.74,2.53,3.03,0,1.21,0
200203,8.271,0.752,0.752,0.422,0.422,0,0,0,0.043,10.052,10.052,8.145,21.17,16.64,7.89,6.38,55.56,9.12,5,0,32.4,9.1,5.07,0,0.81,0.371,0.301,40.73,0.314,0.102,19.48,51.94,44.02,11.56,2.07,0.68,0.326,"16,118.66","10,896.07","5,222.58","2,929.05",826.223,1.014,"1,466.29",0,0,0,-451.951,0,"1,014.34",-521.017,51.37,817.838,0,817.838,0,0.422,0.422,"1,948.83",0,"1,466.29","4,638.52",0,"4,638.52","3,441.88",0,"7,573.35","11,015.22","1,628.66",164.285,0,"3,110.26",0,"4,903.20","2,946.99","23,503.94",0,"2,421.69","7,002.40","15,588.84",628.746,0,"25,641.68","-15,064.55","10,577.13",0,0,"18,742.71","52,823.79","6,202.27",0,0,"5,160.79","11,363.06","10,419.94",0,0,0,"1,886.24","23,669.24","5,453.86",0,"5,453.86",0,0,"4,111.19","33,234.29",655.113,0,"21,047.78","-3,426.67","1,313.27",0,0,"19,589.49",0,"19,589.49",817.838,0,817.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.41,0,2.11,2.11,0,0,0.71,0,0.91,10.13,10.13,9.87,-2.35,26.51,0.42,"41,256.31","52,491.59",-14.67,-4.99,-12.09,8.29,16.96,0,18.38,14.72,2.61,5,-2.68,0.619,5.5,0.99,0.79,N/A,22.78,19.12,0,4.94,54.71,-7.5,-2.35,"1,938.34","1,948.81",0.69,7/10/02,7/15/03,0,"120,600.00",131.061,0,0,0,0,0,0,1.15,0,0,1.44,2.55,0,0,1.25,0
200206,8.051,0.71,0.71,0.447,0.447,0,0,0,0,10.495,10.495,7.886,20.71,17.41,8.84,6.55,51.25,10.83,4.49,0,31.9,8.82,5.55,0,0.751,0.382,0.287,37.65,0.295,0,17.28,53.45,43.02,6.85,2.12,0.68,0.321,"15,691.00","10,684.92","5,006.07","2,747.33",875.384,-0.969,"1,384.33",0,0,0,37.807,0,"1,422.14",-550.629,38.72,871.507,0,871.507,0,0.447,0.447,"1,948.89",0,"1,384.33","3,990.12",0,"3,990.12","2,972.24",0,"7,317.17","10,289.40",0,0,0,0,"5,171.84","5,171.84","3,132.19","22,583.56",0,"2,668.81","7,356.91","16,255.20",702.828,0,"26,983.75","-15,949.83","11,033.91",0,0,"19,939.96","53,557.43","6,258.56",0,0,"5,161.18","11,419.74","8,873.08",0,0,0,"1,966.95","22,259.77","6,496.07",0,"6,496.07",0,0,"4,348.81","33,104.65",697.011,0,"23,158.42","-4,800.56","1,397.90",-0.969,0.969,"20,452.78",0,"20,452.78",871.507,0,871.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0,1.97,1.97,0,0,0.63,2.33,0.81,9,9,11.11,5.32,22.79,0.43,"40,360.27","51,739.30",-14.94,-5.4,-12.47,8.82,17.34,8.89,19.23,16.81,2.74,4,-2.78,0.603,5.69,1.01,0.78,N/A,25.35,20.11,0,9.08,19.37,11.81,5.32,"1,948.89","1,948.83",0.62,,,0,0,123.291,0,0,0,0,0,0,1.08,0,0,1.23,2.35,2.33,0,1.19,0
200209,8.118,0.648,0.648,0.37,0.37,0,0,0,0.057,10.983,10.983,8.613,19.87,13.75,7.6,5.18,45.14,10.6,4.1,0,32.39,7.99,4.55,0,0.784,0.372,0.292,36.89,0.285,0.154,15.81,54.61,45.66,6.86,2,0.68,0.338,"15,819.80","10,696.28","5,123.52","2,993.91",866.315,0,"1,263.29",0,0,0,-220.096,0,"1,043.20",-323.612,31.02,719.584,0,719.584,0,0.37,0.37,"1,948.83",0,"1,263.29","4,278.31",0,"4,278.31","2,741.66",0,"8,095.32","10,836.98",0,0,0,0,"5,531.55","5,531.55","3,574.81","24,221.65",0,"2,778.84","7,527.50","16,657.97",796.97,0,"27,761.28","-16,405.72","11,355.56",0,0,"21,960.39","57,537.60","6,400.88",0,0,"5,938.58","12,339.46","8,913.40",0,0,0,"2,467.29","23,720.15","7,872.21",0,"7,872.21",0,0,"4,541.62","36,133.98",710.539,0,"24,311.09","-4,963.72","1,424.09",-79.395,1.005,"21,403.61",0,"21,403.61",719.584,0,719.584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.49,0,1.81,1.81,0,0,0.62,2.07,0.82,9.42,9.42,10.62,6.03,22.17,0.5,"38,723.25","51,230.55",-16.35,-6.11,-13.87,8.58,17.64,9.59,19.69,16.04,2.64,5,-2.84,0.633,5.31,1.02,0.79,N/A,21.24,18.86,0,7.24,0.96,-8.86,6.03,"1,948.83","1,948.83",0.59,,,0,0,121.078,0,0,0,0,0,0,1.01,0,0,1.24,2.32,2.07,0,1.13,0
