Fiscal Period,Revenue per Share,EBITDA per Share,EBIT per Share,Earnings per Share (Diluted),EPS without NRI,Owner Earnings per Share (TTM),Free Cash Flow per Share,Operating Cash Flow per Share,Dividends per Share,Book Value per Share,Tangible Book per Share,Total Debt per Share,Month End Stock Price,ROE %,ROE % Adjusted to Book Value,ROA %,ROC (Joel Greenblatt) %,ROIC %,WACC %,Effective Interest Rate on Debt %,Gross Margin %,Operating Margin %,Net Margin %,FCF Margin %,Debt-to-Equity,Equity-to-Asset,Debt-to-Asset,Gross-Profit-to-Asset %,Asset Turnover,Dividend Payout Ratio,Days Sales Outstanding,Days Payable,Days Inventory,Cash Conversion Cycle,Inventory Turnover,COGS-to-Revenue,Inventory-to-Revenue,Revenue,Cost of Goods Sold,Gross Profit,"Selling, General, & Admin. Expense",Research & Development,Other Operating Expense,Operating Income,  Interest Income,  Interest Expense,Net Interest Income,Other Income (Expense),  Other Income (Minority Interest),Pre-Tax Income,Tax Provision,Tax Rate %,Net Income (Continuing Operations),Net Income (Discontinued Operations),Net Income,Preferred Dividends,EPS (Basic),EPS (Diluted),Shares Outstanding (Diluted Average),"Depreciation, Depletion and Amortization",EBITDA,  Cash And Cash Equivalents,  Marketable Securities,"Cash, Cash Equivalents, Marketable Securities",  Accounts Receivable,  Notes Receivable,  Other Current Receivables,Total Receivables,"  Inventories, Raw Materials & Components","  Inventories, Work In Process","  Inventories, Inventories Adjustments","  Inventories, Finished Goods","  Inventories, Other",Total Inventories,Other Current Assets,Total Current Assets,Investments And Advances,  Land And Improvements,  Buildings And Improvements,"  Machinery, Furniture, Equipment",  Construction In Progress,  Other Gross PPE,"Gross Property, Plant and Equipment",  Accumulated Depreciation,"Property, Plant and Equipment",Intangible Assets,  Goodwill,Other Long Term Assets,Total Assets,  Accounts Payable,  Total Tax Payable,  Other Current Payables,  Current Accrued Expense,Accounts Payable & Accrued Expense,Current Portion of Long-Term Debt,  Current Deferred Revenue,  Current Deferred Taxes Liabilities,DeferredTaxAndRevenue,Other Current Liabilities,Total Current Liabilities,  Long-Term Debt,  Capital Lease Obligation,Long-Term Debt & Capital Lease Obligation,PensionAndRetirementBenefit,NonCurrent Deferred Liabilities,Other Long-Term Liabilities,Total Liabilities,Common Stock,Preferred Stock,Retained Earnings,Accumulated other comprehensive income (loss),Additional Paid-In Capital,Treasury Stock,Other Stockholders Equity,Total Stockholders Equity,Minority Interest,Total Equity,  Net Income,  Net Foreign Currency Exchange Gain,Net Income From Continuing Operations,"Depreciation, Depletion and Amortization",  Change In Receivables,  Change In Inventory,  Change In Prepaid Assets,  Change In Payables And Accrued Expense,Change In Working Capital,Change In DeferredTax,Stock Based Compensation,Cash Flow from Discontinued Operations,Cash Flow from Others,Cash Flow from Operations,"Purchase Of Property, Plant, Equipment","Sale Of Property, Plant, Equipment",Purchase Of Business,Sale Of Business,Purchase Of Investment,Sale Of Investment,Net Intangibles Purchase And Sale,Cash From Discontinued Investing Activities,Cash From Other Investing Activities,Cash Flow from Investing,Issuance of Stock,Repurchase of Stock,Net Issuance of Preferred Stock,Net Issuance of Debt,Cash Flow for Dividends,Other Financing,Cash Flow from Financing,Net Change in Cash,Capital Expenditure,Free Cash Flow,PE Ratio,Price-to-Owner-Earnings,PB Ratio,Price-to-Tangible-Book,Price-to-Free-Cash-Flow,Price-to-Operating-Cash-Flow,PS Ratio,PEG Ratio,EV-to-Revenue,EV-to-EBITDA,EV-to-EBIT,Earnings Yield (Joel Greenblatt) %,Forward Rate of Return (Yacktman) %,Shiller PE Ratio,Dividend Yield %,Market Cap,Enterprise Value,Net Cash per Share,Net Current Asset Value,Net-Net Working Capital,Intrinsic Value: Projected FCF,Median PS Value,Peter Lynch Fair Value,Graham Number,Earnings Power Value (EPV),Altman Z-Score,Piotroski F-Score,Beneish M-Score,Scaled Net Operating Assets,Sloan Ratio %,Current Ratio,Quick Ratio,Interest Coverage,Highest Stock Price,Lowest Stock Price,Shares Buyback Ratio %,YoY Rev. per Sh. Growth,YoY EPS Growth,YoY EBITDA Growth,5-Year EBITDA Growth Rate,Shares Outstanding (Basic Average),Shares Outstanding (EOP),Beta,Filing Date,Restated Filing Date,Number of Shareholders,Number of Employees,Insider Shares Owned,Institution Shares Held,Insider Ownership %,Institutional Ownership %,Price-to-Net-Current-Asset-Value,Price-to-Net-Net-Working-Capital,Price-to-Graham-Number,Price-to-Intrinsic-Value-DCF (Earnings Based),Price-to-Intrinsic-Value-DCF (FCF Based),Price-to-Earnings-Power-Value,Price-to-Intrinsic-Value-Projected-FCF,Price-to-Peter-Lynch-Fair-Value,Price-to-Median-PB-Value,Price-to-Median-PS-Value,Price-to-Net-Cash
201012,7.555,-0.634,-0.634,0.03,0.03,0.506,0.022,0.289,0,-0.178,-0.205,27.525,16.79,0,0,0.44,-22.41,-8.93,7.07,-10.86,2.57,-6.45,0.59,0.29,-154.514,-0.004,0.631,1.95,0.19,0,220.76,47.25,18.44,191.95,4.95,0.97,0.197,"32,428.00","31,596.00",832,"3,029.00",0,-106,"-2,091.00",170,"2,999.00","2,868.00",-497,2,280,-92,32.86,188,0,190,0,0.03,0.03,"4,292.00",0,"-2,719.00","14,805.00","20,765.00","35,570.00","78,451.00",0,0,"78,451.00","2,812.00",0,-865,"3,970.00",0,"5,917.00",0,"119,938.00","14,244.00",336,"10,348.00","45,141.00","1,102.00",152,"57,079.00","-33,900.00","23,179.00",102,0,"7,224.00","164,687.00","16,362.00",0,0,479,"16,841.00","41,664.00","2,069.00",0,"2,069.00","14,517.00","75,091.00","62,324.00",0,"62,324.00","18,243.00","2,757.00","6,914.00","165,329.00",38,0,"-7,038.00","-14,313.00","20,803.00",-163,0,-673,31,-642,190,0,188,0,0,0,0,0,0,0,0,0,"1,051.00","1,239.00","-1,146.00",0,0,0,"-28,333.00","64,170.00",0,0,"-28,403.00","6,288.00",109,0,0,"-3,753.00",0,"-7,207.00","-10,851.00","-3,324.00","-1,146.00",93,10.69,33.18,0,0,10.04,6.46,0.57,0,1.02,14.73,14.73,6.79,-8.94,0,0,"63,432.62","131,881.62",-34.35,-12.02,-18,14.1,9.65,0,0,-10.54,1.46,7,-2.91,0.383,-7.18,1.6,1.52,0,17,12.26,-8.44,-20.31,-88,-251.31,-19.46,"3,572.00","3,778.00",2.55,2/28/11,2/19/13,"162,339.00","164,000.00",0,0,0,0,0,0,0,0,0,0,1.19,0,0,1.74,0
201103,7.762,0.926,0.926,0.61,0.61,0.667,0.368,0.585,0,0.636,0.611,25.268,14.91,"1,164.18",49.67,6.15,32.4,22.03,6.6,4.69,19.14,10.88,7.7,4.74,39.714,0.014,0.576,15.27,0.199,0,0,68.1,22.72,-45.38,4.02,0.81,0.201,"33,114.00","26,776.00","6,338.00","2,734.00",0,0,"3,604.00",109,"-1,174.00","-1,065.00",237,-5,"2,776.00",-220,7.93,"2,556.00",0,"2,551.00",0,0.68,0.61,"4,266.00",0,"3,950.00","21,318.00","24,787.00","46,105.00",0,0,"79,703.00","79,703.00","3,244.00",0,-874,"5,044.00",0,"7,414.00",0,"133,222.00","2,525.00",0,0,0,0,"23,407.00","23,407.00",0,"23,407.00",98,0,"8,139.00","167,391.00","19,984.00",0,369,"42,092.00","62,445.00","10,869.00",0,0,0,"4,924.00","78,238.00","85,476.00",0,"85,476.00",0,"1,212.00",0,"164,926.00",38,0,"-4,487.00","-13,684.00","20,723.00",-164,0,"2,426.00",39,"2,465.00","2,551.00",0,"2,556.00",0,0,0,0,0,0,0,0,0,-59,"2,497.00",-929,0,0,0,"-19,194.00","26,494.00",0,0,523,"6,894.00",0,0,0,"-3,370.00",0,88,"-3,282.00","6,109.00",-929,"1,568.00",8.88,22.35,23.44,24.4,8.84,5.74,0.5,0,0.82,11.81,11.81,8.47,-8.87,0,0,"56,851.83","107,130.83",-31.17,-8.32,-30.2,14.04,9.93,0,4.81,-3.39,1.52,7,-2.77,0.32,-10.1,1.7,1.61,3.07,18.79,14.01,-0.93,12.35,22,10.24,-20.94,"3,771.00","3,813.00",2.51,5/10/11,5/4/12,0,0,0,0,0,0,0,0,3.1,0,0,0,1.06,0,10.28,1.5,0
201106,8.661,0.91,0.91,0.59,0.59,0.676,0.643,0.909,0,1.392,1.365,24.436,13.79,248.02,25.03,5.72,63.99,23.35,5.82,4.76,17.66,9.42,6.75,7.42,17.559,0.032,0.555,14.96,0.212,0,0,60.59,22.54,-38.05,4.05,0.82,0.203,"35,527.00","29,253.00","6,274.00","2,907.00",0,21,"3,346.00",105,"-1,127.00",-969,229,-2,"2,606.00",-206,7.9,"2,400.00",0,"2,398.00",0,0.63,0.59,"4,102.00",0,"3,733.00","17,472.00","28,204.00","45,676.00",0,0,"80,496.00","80,496.00","3,156.00",0,-889,"4,769.00",0,"7,036.00",0,"133,208.00","2,593.00",0,0,0,0,"23,263.00","23,263.00",0,"23,263.00",103,0,"8,919.00","168,086.00","19,424.00",0,260,"43,262.00","62,946.00","10,146.00",0,0,0,"5,067.00","78,159.00","83,077.00",0,"83,077.00",0,"1,371.00",129,"162,736.00",38,0,"-2,089.00","-13,236.00","20,762.00",-166,0,"5,309.00",41,"5,350.00","2,398.00",0,"2,400.00",0,0,0,0,0,0,0,0,0,"1,329.00","3,729.00","-1,093.00",0,0,144,"-22,567.00","20,186.00",0,0,-741,"-4,071.00",0,0,0,"-3,747.00",0,24,"-3,723.00","-4,065.00","-1,093.00","2,636.00",8.31,20.4,9.91,10.1,8.02,5.13,0.44,0,0.77,12.04,12.04,8.31,-6.94,0,0,"52,608.85","100,196.85",-30.69,-7.75,-29.77,13.46,10.28,0,7.14,-0.96,1.51,7,-2.64,0.316,-6.73,1.7,1.61,2.97,15.79,12.77,-0.05,13.86,-3.28,-6.38,-22.26,"3,799.00","3,815.00",2.35,8/5/11,8/3/12,0,0,0,0,0,0,0,0,1.93,0,0,0,1.02,0,4.35,1.34,0
201109,8.198,0.73,0.73,0.41,0.41,0.714,0.665,0.941,0,1.568,1.541,23.603,9.67,116.84,18.94,3.99,51.65,17.77,4.67,4.78,16.43,7.77,4.99,8.11,15.057,0.037,0.553,13.13,0.2,0,0,62.53,23.54,-38.99,3.88,0.84,0.216,"33,047.00","27,617.00","5,430.00","2,861.00",0,0,"2,569.00",130,"-1,096.00",-966,243,-3,"1,846.00",-194,10.51,"1,652.00",0,"1,649.00",0,0.43,0.41,"4,031.00",0,"2,942.00","16,460.00","29,058.00","45,518.00",0,0,"76,825.00","76,825.00","3,307.00",0,-900,"4,805.00",0,"7,212.00",0,"129,555.00","2,608.00",0,0,0,0,"22,304.00","22,304.00",0,"22,304.00",100,0,"8,173.00","162,740.00","18,924.00",0,130,"41,441.00","60,495.00","11,499.00",0,0,0,"4,931.00","76,925.00","78,571.00",0,"78,571.00",0,"1,109.00",109,"156,714.00",38,0,-440,"-14,269.00","20,819.00",-166,0,"5,982.00",44,"6,026.00","1,649.00",0,"1,652.00",0,0,0,0,0,0,0,0,0,"2,141.00","3,793.00","-1,113.00",0,0,6,"-16,604.00","15,810.00",0,0,69,"-1,832.00",0,0,0,"-2,176.00",0,-33,"-2,209.00",-317,"-1,113.00","2,680.00",5.9,13.54,6.17,6.28,5.69,3.55,0.3,0,0.61,10.31,10.31,9.7,-8.67,0,0,"36,900.72","81,496.72",-29.15,-7.13,-28.21,14.51,10.62,0,7.54,4.52,1.51,7,-2.52,0.301,-7.22,1.68,1.59,2.34,14.12,9.62,-0.03,14.47,-4.65,-9.2,-23.21,"3,800.00","3,816.00",2.62,11/4/11,11/2/12,0,0,0,0,0,0,0,0,1.28,0,0,2.14,0.67,0,2.7,0.91,0
201112,8.391,-0.279,-0.279,3.32,3.32,4.027,-0.345,-0.058,0,3.938,3.912,26.071,10.76,518.42,189.9,31.93,-20.18,-95.14,5.84,-10.89,1,-4.84,40.14,-4.11,6.62,0.084,0.558,0.79,0.199,0,0,48.16,17.82,-30.34,5.12,0.99,0.193,"33,917.00","33,579.00",338,"2,382.00",0,-402,"-1,642.00",114,"2,580.00","2,694.00",401,1,"1,453.00","12,161.00",-836.96,"13,614.00",0,"13,615.00",0,3.59,3.32,"4,042.00",0,"-1,127.00","17,148.00","18,618.00","35,766.00",0,0,"78,541.00","78,541.00","2,847.00",0,-928,"3,982.00",0,"5,901.00",0,"120,208.00","15,774.00",384,"10,129.00","43,279.00","1,311.00",142,"55,245.00","-32,874.00","22,371.00",100,0,"19,895.00","178,348.00","17,724.00",0,0,253,"17,977.00","40,311.00","2,216.00",0,"2,216.00","12,534.00","73,038.00","59,177.00",0,"59,177.00","21,952.00","2,435.00","6,675.00","163,277.00",38,0,"12,985.00","-18,734.00","20,905.00",-166,0,"15,028.00",43,"15,071.00","13,615.00",0,"13,614.00",0,0,0,0,0,0,0,0,0,"-13,849.00",-235,"-1,158.00",0,0,183,"-45,597.00","41,995.00",0,0,545,"-4,032.00",0,0,0,"4,960.00",0,13,"4,973.00",775,"-1,158.00","-1,393.00",2.18,2.67,2.73,2.75,8.08,4.53,0.33,0,0.77,11.04,11.04,9.06,-17.01,0,0,"41,060.16","104,825.16",-33.43,-11.3,-32.65,15.24,10.89,0,20.83,10,1.51,6,-1.53,0.484,7.55,1.65,1.57,0,12.51,9.37,0,11.07,"10,966.67",55.99,-24.35,"3,802.00","3,816.00",2.53,2/21/12,2/18/14,"158,526.00","164,000.00",0,0,0,0,0,0,0.52,0,0,1.08,0.71,0,1.2,0.99,0
201203,8.001,0.548,0.548,0.35,0.35,3.708,0.242,0.512,0.05,4.331,4.306,26.21,12.48,35.3,12.26,3.1,39.07,7.23,6.08,0.74,14.44,5.95,4.3,3.03,6.051,0.091,0.552,10.4,0.18,0.143,0,64.55,21.25,-43.3,4.29,0.86,0.199,"32,445.00","27,760.00","4,685.00","2,878.00",0,-123,"1,930.00",103,-185,-82,190,-2,"2,038.00",-640,31.4,"1,398.00",0,"1,396.00",0,0.37,0.35,"4,055.00",0,"2,223.00","15,244.00","34,259.00","49,503.00",0,0,"79,801.00","79,801.00","3,409.00",0,-937,"4,559.00",0,"7,031.00",0,"136,335.00","2,964.00",0,0,0,0,"23,150.00","23,150.00",0,"23,150.00",97,0,"19,529.00","182,075.00","19,638.00",0,0,"5,672.00","25,310.00","16,172.00","2,494.00",0,"2,494.00","6,993.00","50,969.00","84,318.00",0,"84,318.00","21,042.00","2,415.00","6,681.00","165,425.00",39,0,"14,190.00","-18,314.00","20,884.00",-193,0,"16,606.00",44,"16,650.00","1,396.00",0,"1,398.00",0,0,0,0,0,0,0,0,0,677,"2,075.00","-1,093.00",0,0,5,"-28,745.00","25,353.00",0,0,-31,"-4,511.00",0,-27,0,503,-190,84,370,"-2,066.00","-1,093.00",982,2.67,3.37,2.88,2.9,10.36,5.42,0.38,0,0.73,12.72,12.72,7.86,-12.83,0,0.4,"47,848.32","98,879.32",-30.25,-7.6,-29.33,16.61,10.97,0,21.27,7.19,1.73,6,-1.55,0.379,13.26,2.67,2.54,10.43,12.96,10.76,-0.47,3.08,-42.62,-40.82,-26.8,"3,803.00","3,834.00",2.92,5/4/12,5/1/13,0,0,0,0,0,0,0,0,0.59,0,0,1.74,0.75,0,1.26,1.14,0
201206,8.274,0.444,0.444,0.26,0.26,3.408,0.676,0.973,0.05,4.442,4.417,22.349,9.59,24.73,11.45,2.29,31.04,7.44,1.87,0.81,13.68,5.15,3.13,8.17,5.031,0.094,0.473,10,0.183,0.192,0,62.58,22.79,-39.79,4,0.86,0.216,"33,211.00","28,668.00","4,543.00","2,983.00",0,-149,"1,709.00",86,-188,-102,-12,2,"1,595.00",-557,34.92,"1,038.00",0,"1,040.00",0,0.27,0.26,"4,014.00",0,"1,783.00","15,101.00","35,676.00","50,777.00",0,0,"78,254.00","78,254.00","3,475.00",0,-945,"4,759.00",0,"7,289.00",0,"136,320.00","2,938.00",0,0,0,0,"22,808.00","22,808.00",0,"22,808.00",95,0,"19,075.00","181,236.00","19,661.00",0,0,"44,004.00","63,665.00","13,640.00",0,0,0,0,"77,305.00","72,067.00",0,"72,067.00",0,595,"14,190.00","164,157.00",39,0,"15,230.00","-18,928.00","20,920.00",-225,0,"17,036.00",43,"17,079.00","1,040.00",0,"1,038.00",0,0,0,0,0,0,0,0,0,"2,866.00","3,904.00","-1,191.00",0,0,59,"-26,891.00","25,202.00",0,0,-217,"-3,038.00",0,-32,0,-458,-191,-36,-717,149,"-1,191.00","2,713.00",2.21,2.81,2.16,2.17,7.75,4.05,0.29,0,0.54,12.33,12.33,8.11,-8.52,0,1.04,"36,777.65","71,750.65",-29.58,-7.27,-28.63,14.72,10.85,0,20.77,9.98,1.48,7,-1.73,0.286,11.9,1.76,1.67,9.09,12.64,9.59,-0.03,-4.47,-55.93,-51.21,-28.35,"3,815.00","3,835.00",1.81,8/3/12,7/31/13,0,0,0,0,0,0,0,0,0.46,0,0,0.96,0.65,0,0.95,0.88,0
201209,8.1,0.615,0.615,0.41,0.41,3.453,0.531,0.863,0.05,4.91,4.887,26.219,9.86,36.37,18.09,3.57,19.83,9.26,0.6,0.85,14.79,5.95,5.07,6.55,5.34,0.102,0.545,10.4,0.176,0.122,224.26,69.21,25.79,180.84,3.54,0.85,0.241,"32,172.00","27,414.00","4,758.00","2,919.00",0,-75,"1,914.00",85,-198,-113,445,-2,"2,246.00",-613,27.29,"1,633.00",0,"1,631.00",0,0.43,0.41,"3,972.00",0,"2,444.00","13,539.00","38,113.00","51,652.00","79,069.00",0,0,"79,069.00","3,891.00",0,-954,"5,271.00",0,"8,208.00",0,"138,929.00","2,716.00",0,0,0,0,"24,347.00","24,347.00",0,"24,347.00",89,0,"18,599.00","184,680.00","20,793.00",0,0,252,"21,045.00","15,777.00","3,012.00",0,"3,012.00","11,796.00","51,630.00","84,827.00",0,"84,827.00","19,637.00","2,535.00","6,845.00","165,474.00",39,0,"16,670.00","-18,541.00","20,931.00",-258,0,"18,841.00",365,"19,206.00","1,631.00",0,"1,633.00",0,0,0,0,0,0,0,0,0,"1,794.00","3,427.00","-1,319.00",0,0,192,"-39,630.00","35,816.00",0,0,-133,"-5,074.00",0,-33,0,75,-191,114,-35,"-1,682.00","-1,319.00","2,108.00",2.27,2.86,2.01,2.02,8.93,4.31,0.3,0,0.66,16.37,16.37,6.11,-10.8,0,1.52,"37,832.82","87,149.82",-29.76,-7.01,-13.23,13.9,10.81,0,21.85,4.36,1.64,6,-1.72,0.376,13.63,2.69,2.53,9.67,10.59,8.92,-0.05,-1.2,0,-15.75,-28.79,"3,814.00","3,837.00",1.72,11/2/12,10/31/13,0,0,0,0,0,0,0,0,0.45,0,0,2.26,0.71,0,0.88,0.91,0
201212,8.913,0.474,0.474,0.39,0.39,0.408,-0.56,-0.09,0.05,4.041,4.041,26.624,12.95,35.55,11.11,3.31,15.1,3.5,4.67,0.55,9.57,2.14,4.33,-6.29,6.588,0.084,0.555,7.31,0.191,0.128,0,54.53,21.99,-32.54,4.15,0.9,0.218,"35,731.00","32,312.00","3,419.00","2,749.00",0,-95,765,68,-142,-74,"1,068.00",3,"1,759.00",-216,12.28,"1,543.00",0,"1,546.00",0,0.4,0.39,"4,009.00",0,"1,901.00","15,659.00","20,284.00","35,943.00",0,0,"81,869.00","81,869.00","3,697.00",0,-949,"4,614.00",0,"7,362.00",0,"125,174.00","18,549.00",423,"10,249.00","45,193.00","1,783.00",129,"57,777.00","-32,835.00","24,942.00",0,0,"20,741.00","189,406.00","19,308.00",0,0,277,"19,585.00","38,762.00","2,796.00",0,"2,796.00","12,285.00","73,428.00","66,296.00",0,"66,296.00","25,565.00","2,514.00","5,614.00","173,417.00",40,0,"18,077.00","-22,854.00","20,976.00",-292,0,"15,947.00",42,"15,989.00","1,546.00",0,"1,543.00",0,0,0,0,0,0,0,0,0,"-1,904.00",-361,"-1,885.00",0,0,1,"-38,314.00","38,211.00",0,0,320,"-1,667.00",0,-33,0,"4,314.00",-191,-3,"4,087.00","2,059.00","-1,885.00","-2,246.00",9.18,31.74,3.2,3.2,14.57,5.74,0.39,0,0.9,14.4,14.4,6.94,-18.57,0,1.54,"51,100.70","120,257.70",-34.85,-12.24,-33.92,15.86,10.99,0,11.32,-0.76,1.49,5,-2.52,0.461,5.73,1.7,1.6,5.39,12.95,9.79,-2.84,6.22,-88.25,269.89,-26.71,"3,827.00","3,946.00",1.51,2/19/13,2/13/15,"151,306.00","171,000.00",0,0,0,0,0,0,1.14,0,0,0,0.82,0,1.41,1.18,0
201303,8.755,0.572,0.572,0.4,0.4,0.455,-0.312,0.052,0.1,4.443,4.422,27.11,13.15,38.42,12.98,3.37,36.72,6.62,4.82,0.78,13.85,5.37,4.52,-3.57,6.102,0.091,0.556,10.33,0.186,0.25,0,61.21,23.45,-37.76,3.89,0.86,0.221,"35,649.00","30,711.00","4,938.00","3,124.00",0,-102,"1,916.00",58,-206,-148,355,-1,"2,123.00",-511,24.07,"1,612.00",0,"1,611.00",0,0.41,0.4,"4,072.00",0,"2,329.00","13,820.00","20,521.00","34,341.00",0,0,"83,207.00","83,207.00","3,889.00",0,-960,"5,494.00",0,"8,423.00",571,"126,542.00","20,556.00",0,0,0,0,"25,795.00","25,795.00",0,"25,795.00",84,0,"20,033.00","193,010.00","20,600.00",0,0,234,"20,834.00","39,547.00","2,432.00",0,"2,432.00","11,862.00","74,675.00","67,809.00",0,"67,809.00","23,216.00","2,711.00","6,961.00","175,372.00",40,0,"19,296.00","-22,533.00","21,094.00",-302,0,"17,595.00",43,"17,638.00","1,611.00",0,"1,612.00",0,0,0,0,0,0,0,0,0,"-1,401.00",211,"-1,483.00",0,0,9,"-49,342.00","46,799.00",0,0,166,"-3,851.00",0,-10,0,"2,266.00",-392,103,"1,967.00","-1,673.00","-1,483.00","-1,272.00",9.01,28.9,2.96,2.97,39.25,7.31,0.39,0,0.91,14.8,14.8,6.76,-18.25,0,1.9,"52,074.00","125,132.00",-35.62,-12.34,-34.56,15.56,11.23,0,12.05,-2.16,1.49,5,-2.56,0.479,6.36,1.69,1.58,9.3,14.3,12.13,-0.35,9.42,14.29,4.38,-24.34,"3,923.00","3,960.00",1.56,5/1/13,5/1/14,0,0,0,0,0,0,0,0,1.09,0,0,0,0.85,0,1.3,1.17,0
201306,9.286,0.496,0.496,0.3,0.3,0.523,1.098,1.488,0.1,4.831,4.81,27.168,15.47,26.82,8.38,2.53,31.38,4.84,5.42,0.77,12.38,4.26,3.25,11.82,5.624,0.098,0.55,9.65,0.195,0.333,0,57.56,22.81,-34.75,4,0.88,0.219,"37,923.00","33,229.00","4,694.00","3,203.00",0,-125,"1,616.00",57,-207,-150,353,-1,"1,819.00",-585,32.16,"1,234.00",0,"1,233.00",0,0.31,0.3,"4,084.00",0,"2,026.00","13,362.00","23,344.00","36,706.00",0,0,"83,357.00","83,357.00","3,841.00",0,-971,"5,322.00",0,"8,192.00",264,"128,519.00","23,074.00",0,0,0,0,"25,863.00","25,863.00",0,"25,863.00",82,0,"18,672.00","196,210.00","20,961.00",0,0,248,"21,209.00","44,708.00","3,443.00",0,"3,443.00","12,277.00","81,637.00","63,149.00",0,"63,149.00","21,549.00","2,812.00","7,841.00","176,988.00",40,0,"20,136.00","-21,837.00","21,219.00",-379,0,"19,179.00",43,"19,222.00","1,233.00",0,"1,234.00",0,0,0,0,0,0,0,0,0,"4,844.00","6,078.00","-1,594.00",0,0,0,"-42,266.00","36,718.00",0,0,-70,"-7,212.00",0,-77,0,"1,131.00",-393,47,708,-426,"-1,594.00","4,484.00",10.31,29.58,3.2,3.22,20.44,6.69,0.44,0,0.94,15.24,15.24,6.56,-14.8,0,1.94,"61,415.90","132,609.90",-35.35,-12.22,-34.31,16.44,11.57,0,12.74,2.09,1.51,5,-2.51,0.468,7.37,1.57,1.47,7.81,15.9,12.44,-0.25,12.23,15.38,11.71,-21.57,"3,933.00","3,970.00",1.58,7/31/13,7/31/14,0,0,0,0,0,0,0,0,1.21,0,0,7.4,0.94,0,1.41,1.34,0
201309,8.734,0.56,0.56,0.31,0.31,0.442,0.551,0.938,0.1,5.14,5.118,27.781,16.87,25.67,7.83,2.56,34.84,4.97,5.21,0.75,13.93,5.25,3.56,6.31,5.405,0.102,0.55,10.03,0.18,0.323,0,64.13,25.18,-38.95,3.62,0.86,0.237,"35,775.00","30,792.00","4,983.00","3,235.00",0,-130,"1,878.00",50,-204,-154,367,-1,"2,091.00",-818,39.12,"1,273.00",0,"1,272.00",0,0.32,0.31,"4,096.00",0,"2,295.00","14,752.00","22,890.00","37,642.00",0,0,"85,111.00","85,111.00","4,191.00",0,-983,"5,591.00",0,"8,799.00",98,"131,650.00","24,425.00",0,0,0,0,"26,836.00","26,836.00",0,"26,836.00",86,0,"18,074.00","201,071.00","21,640.00",0,0,239,"21,879.00","45,228.00","3,232.00",0,"3,232.00","12,948.00","83,287.00","65,394.00",0,"65,394.00","20,820.00","3,140.00","7,920.00","180,561.00",40,0,"21,014.00","-21,509.00","21,378.00",-456,0,"20,467.00",43,"20,510.00","1,272.00",0,"1,273.00",0,0,0,0,0,0,0,0,0,"2,567.00","3,840.00","-1,582.00",0,0,0,"-38,642.00","35,851.00",0,0,116,"-4,257.00",0,-77,0,"2,034.00",-394,104,"1,667.00","1,250.00","-1,582.00","2,258.00",12.05,38.17,3.28,3.3,21.71,7.06,0.47,0,0.97,16.4,16.4,6.1,-14.23,0,2.07,"67,176.34","140,199.34",-35.9,-12.29,-34.8,15.02,11.78,0,12.7,1.76,1.52,5,-2.47,0.476,6.41,1.58,1.48,9.21,17.66,15.74,-0.3,7.83,-24.39,-8.94,-21.33,"3,942.00","3,982.00",1.41,10/31/13,10/31/14,0,0,0,0,0,0,0,0,1.33,0,0,9.59,1.12,0,1.44,1.43,0
201312,9.186,2.09,2.09,1.92,1.92,1.991,-0.397,0.077,0.1,6.554,6.554,28.787,15.43,134.6,57.28,15.55,125.62,30.74,4.52,0.75,24.63,21.55,20.86,-4.32,4.392,0.129,0.567,18.35,0.186,0.052,0,62.94,26.6,-36.34,3.43,0.75,0.22,"37,570.00","28,318.00","9,252.00","1,288.00",0,-131,"8,095.00",48,-212,-164,407,10,"8,338.00",-511,6.13,"7,827.00",0,"7,837.00",0,1.99,1.92,"4,090.00",0,"8,550.00","14,468.00","22,100.00","36,568.00",0,0,"87,309.00","87,309.00","3,628.00",0,"-1,001.00","5,081.00",0,"7,708.00",0,"131,585.00","23,663.00",440,"10,325.00","46,093.00","2,110.00",124,"59,092.00","-31,476.00","27,616.00",0,0,"19,315.00","202,179.00","19,531.00",0,0,262,"19,793.00","38,063.00","2,817.00",0,"2,817.00","13,458.00","74,131.00","76,625.00",0,"76,625.00","16,003.00","3,132.00","6,143.00","176,034.00",40,0,"23,386.00","-18,230.00","21,422.00",-506,0,"26,112.00",33,"26,145.00","7,837.00",0,"7,827.00",0,0,0,0,0,0,0,0,0,"-7,512.00",315,"-1,938.00",0,0,0,"-35,565.00","33,123.00",0,0,-31,"-4,411.00",0,-49,0,"4,232.00",-395,3,"3,791.00",-305,"-1,938.00","-1,623.00",5.27,7.75,2.35,2.35,16.41,6.04,0.43,0,0.95,9.19,9.19,10.88,-9.49,0,2.59,"61,473.12","139,626.12",-35.01,-11.17,-34.05,14.74,11.87,0,20.79,6.62,1.69,6,-2.62,0.519,10.51,1.78,1.67,38.18,17.76,15.15,-0.05,3.06,392.31,340.93,-17.11,"3,941.00","3,984.00",1.36,2/18/14,2/11/16,"143,809.00","181,000.00",0,0,0,0,0,0,0.74,0,0,2.33,1.05,0,1.03,1.3,0
